기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 서울
기간 : 19040101~20190117

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1907-10-01,108,13.5,7.9,20.7
1907-10-02,108,16.2,7.9,22
1907-10-03,108,16.2,13.1,21.3
1907-10-04,108,16.5,11.2,22
1907-10-05,108,17.6,10.9,25.4
1907-10-06,108,13,11.2,21.3
1907-10-07,108,11.3,6.3,16.1
1907-10-08,108,8.9,3.9,14.9
1907-10-09,108,11.6,3.8,21.1
1907-10-10,108,14.2,6.4,24.1
1907-10-11,108,15.4,10.1,20.4
1907-10-12,108,13.9,11.1,17.4
1907-10-13,108,13.8,8.3,21.3
1907-10-14,108,13,6.1,20.6
1907-10-15,108,13.1,5.7,20.9
1907-10-16,108,14.1,8.2,20.2
1907-10-17,108,16.4,10.3,21.6
1907-10-18,108,14.3,9.8,20.9
1907-10-19,108,13.9,6.7,21.3
1907-10-20,108,18.3,12.4,22.7
1907-10-21,108,15.2,10.7,19.9
1907-10-22,108,15.4,12.1,19.6
1907-10-23,108,13.1,8.1,16.3
1907-10-24,108,9.7,3.3,17.1
1907-10-25,108,12.7,6.2,18.7
1907-10-26,108,11.8,7.2,18.2
1907-10-27,108,14,7.7,20.7
1907-10-28,108,13.8,8.4,19.6
1907-10-29,108,14.3,10.7,20
1907-10-30,108,12.2,6.7,20.1
1907-10-31,108,13.4,5.2,20.3
1907-11-01,108,16.1,11.7,21.3
1907-11-02,108,14.2,9.1,21.1
1907-11-03,108,6.4,2.3,11.1
1907-11-04,108,5.9,-1,13.6
1907-11-05,108,8.6,1.7,17
1907-11-06,108,9.5,3.6,18.1
1907-11-07,108,5.7,0,12.4
1907-11-08,108,4.1,-0.7,9.4
1907-11-09,108,6.9,0.7,11.9
1907-11-10,108,7.9,1.7,13.2
1907-11-11,108,10.3,8.2,13.4
1907-11-12,108,9.9,5.4,14.9
1907-11-13,108,9.5,3.7,16.4
1907-11-14,108,9.5,5.1,15.2
1907-11-15,108,11.3,3.9,17.6
1907-11-16,108,11.6,10.1,12.6
1907-11-17,108,6.6,0.7,11.7
1907-11-18,108,0.6,-2.7,6.7
1907-11-19,108,0.4,-2.5,4.3
1907-11-20,108,2.7,-1.2,7.1
1907-11-21,108,2.2,-3.5,6.2
1907-11-22,108,8.9,3.2,11.2
1907-11-23,108,7.7,5.9,9.9
1907-11-24,108,-1.1,-5,5.9
1907-11-25,108,-4.5,-7.3,-0.7
1907-11-26,108,-1,-5.7,1.5
1907-11-27,108,-1.1,-6.1,1.9
1907-11-28,108,-2.7,-8.5,2
1907-11-29,108,-0.2,-4.6,2.9
1907-11-30,108,-6.6,-8.9,-2.4
1907-12-01,108,-4.6,-10.5,1.4
1907-12-02,108,-3.1,-9,3.4
1907-12-03,108,1.9,-2.6,6.1
1907-12-04,108,-1.2,-2.7,1.3
1907-12-05,108,-1,-6.9,2.6
1907-12-06,108,-1.3,-6.1,5.8
1907-12-07,108,-4.1,-9.3,1.9
1907-12-08,108,-1.1,-7.2,6.6
1907-12-09,108,3.2,-4.3,8.1
1907-12-10,108,-1.4,-5.1,4.3
1907-12-11,108,-2.3,-7.1,0.6
1907-12-12,108,-0.1,-3.1,3.8
1907-12-13,108,4,-3.5,9
1907-12-14,108,-6,-9.9,6.4
1907-12-15,108,-8.1,-11.9,-5.1
1907-12-16,108,-7.3,-11.9,-2.4
1907-12-17,108,-7.3,-13.2,-2.1
1907-12-18,108,-5.5,-12.3,-0.4
1907-12-19,108,-6.5,-11.9,-0.2
1907-12-20,108,-2.9,-8.1,1.9
1907-12-21,108,-12.1,-14.8,-8.1
1907-12-22,108,-13.4,-18,-10.2
1907-12-23,108,-13.3,-20.1,-9.4
1907-12-24,108,-3.2,-9.7,0.9
1907-12-25,108,3.5,1.1,6.8
1907-12-26,108,3.2,-1.9,6.4
1907-12-27,108,-3.8,-6.3,-0.7
1907-12-28,108,-4.6,-9.6,-1.9
1907-12-29,108,-9,-13.5,-4.4
1907-12-30,108,-9.2,-14.2,-6.1
1907-12-31,108,-4,-7.1,-2.1
1908-01-01,108,-5.9,-9.1,-1.3
1908-01-02,108,-7.7,-13.9,-3
1908-01-03,108,-6.2,-10.8,-2.9
1908-01-04,108,-7.5,-12.8,-1.7
1908-01-05,108,-4.8,-11.3,-0.1
1908-01-06,108,-1.1,-5.1,2.9
1908-01-07,108,-4.4,-6.7,-1.2
1908-01-08,108,-6.3,-10.4,-0.9
1908-01-09,108,-3.2,-9.3,2
1908-01-10,108,0.3,-4.5,3.3
1908-01-11,108,1.7,-1,4.8
1908-01-12,108,2,-1.3,4.5
1908-01-13,108,1.4,-3.7,4.7
1908-01-14,108,-3.2,-7.4,0.1
1908-01-15,108,-1.9,-4.5,0.9
1908-01-16,108,-8.9,-11.2,-4.5
1908-01-17,108,-6.5,-11.3,-3.6
1908-01-18,108,1.1,-3.9,2.8
1908-01-19,108,1.7,1.3,2.8
1908-01-20,108,-1.1,-7.4,2.3
1908-01-21,108,-9.1,-11.2,-6.1
1908-01-22,108,-9.7,-14.3,-5.1
1908-01-23,108,-7.1,-13.4,-2.7
1908-01-24,108,-2,-4.7,0.1
1908-01-25,108,-1.2,-2.4,0.3
1908-01-26,108,-4.1,-6.4,-0.6
1908-01-27,108,-4.4,-9.9,0
1908-01-28,108,-6.1,-10.8,-1.3
1908-01-29,108,-3.5,-10.7,0.8
1908-01-30,108,-1.1,-2.2,0.8
1908-01-31,108,1.4,-2.4,6.2
1908-02-01,108,-2.2,-6.4,1.6
1908-02-02,108,-3.1,-7.5,-0.2
1908-02-03,108,-8,-10.8,-5.4
1908-02-04,108,-7,-10.3,-4.1
1908-02-05,108,-8.5,-11.6,-5.5
1908-02-06,108,-10.4,-13.3,-5.7
1908-02-07,108,-9.6,-15.8,-3.7
1908-02-08,108,-5,-11.3,1.3
1908-02-09,108,-7.6,-11.4,-4.1
1908-02-10,108,-7,-10.6,-2.5
1908-02-11,108,-6.4,-9.9,-2.8
1908-02-12,108,-7,-12.4,-1.2
1908-02-13,108,-5.3,-12.3,1.3
1908-02-14,108,-3.3,-7.5,2.3
1908-02-15,108,-3.9,-9.8,2
1908-02-16,108,-5.2,-8.8,-1.4
1908-02-17,108,-7.5,-13,-1.6
1908-02-18,108,-5.6,-12.9,0.3
1908-02-19,108,-3.3,-11,5.5
1908-02-20,108,-0.7,-8.4,7.3
1908-02-21,108,-0.4,-4.7,5.1
1908-02-22,108,-0.1,-3.8,5.4
1908-02-23,108,-2.6,-6.2,2.7
1908-02-24,108,-3.6,-7.8,1.7
1908-02-25,108,-4.1,-8.7,0.8
1908-02-26,108,-2.3,-7.9,4.1
1908-02-27,108,2.3,-6.3,8.4
1908-02-28,108,5.1,2.6,6.3
1908-02-29,108,4.6,3.5,5.6
1908-03-01,108,0.7,-4.8,4
1908-03-02,108,-3.8,-7.4,0.1
1908-03-03,108,1.9,-2.7,4.9
1908-03-04,108,2,0.8,4
1908-03-05,108,3,-0.2,7.9
1908-03-06,108,3.3,-0.5,7.9
1908-03-07,108,0.6,-1.6,2.2
1908-03-08,108,-1.8,-4.9,1.9
1908-03-09,108,-1.2,-3.5,1.5
1908-03-10,108,-0.6,-1.8,1.5
1908-03-11,108,-1.9,-4.5,1.8
1908-03-12,108,-1.7,-5.3,2.6
1908-03-13,108,-1.3,-5.9,3.8
1908-03-14,108,0,-5.2,6.7
1908-03-15,108,4.7,-2.2,11.8
1908-03-16,108,6,-1.4,13.5
1908-03-17,108,9.1,3.8,15.7
1908-03-18,108,4.6,0.7,10.7
1908-03-19,108,2,-1.3,7.9
1908-03-20,108,0.1,-3.9,4.3
1908-03-21,108,1.4,-1.8,6
1908-03-22,108,2.9,-4.5,12.5
1908-03-23,108,7.9,-0.4,17
1908-03-24,108,7.7,2.7,14.7
1908-03-25,108,5.4,-0.3,11.4
1908-03-26,108,3.3,-2.2,7.4
1908-03-27,108,0.8,-5.8,8
1908-03-28,108,8.1,-1.8,15.5
1908-03-29,108,12.7,7.4,18.2
1908-03-30,108,8.1,5.3,11.4
1908-03-31,108,6.5,-0.2,13.2
1908-04-01,108,8.5,5.1,14.8
1908-04-02,108,8.3,4.1,14.9
1908-04-03,108,8.4,4.4,11.1
1908-04-04,108,11.3,7.5,15
1908-04-05,108,7.4,6.5,9.9
1908-04-06,108,6.8,4.6,10.6
1908-04-07,108,6.5,-0.7,13.6
1908-04-08,108,10.2,4.8,17.2
1908-04-09,108,10.5,5.1,16.9
1908-04-10,108,10.9,6.6,17.1
1908-04-11,108,10.4,7.1,13.6
1908-04-12,108,8.6,6.9,9.4
1908-04-13,108,7.7,2.9,14.1
1908-04-14,108,7.1,0.1,14.8
1908-04-15,108,8.9,0.6,18.6
1908-04-16,108,8.4,4.2,14.4
1908-04-17,108,9.8,1.9,18.8
1908-04-18,108,11,2,20.4
1908-04-19,108,11.8,3,22.7
1908-04-20,108,14.4,4.7,22.9
1908-04-21,108,14,11.3,17.4
1908-04-22,108,14.2,10.2,21.1
1908-04-23,108,14,5.3,21.6
1908-04-24,108,10.8,4.2,20.9
1908-04-25,108,8,3.4,13.3
1908-04-26,108,10.1,6.4,16.4
1908-04-27,108,9.4,4.4,14.2
1908-04-28,108,9,2.2,17.1
1908-04-29,108,10.8,1.5,19.6
1908-04-30,108,14.6,7.1,22.2
1908-05-01,108,16.3,8.1,24.2
1908-05-02,108,12.3,9.9,16.1
1908-05-03,108,13.6,9.7,19
1908-05-04,108,12.3,5.2,20.1
1908-05-05,108,13.9,8.2,20.5
1908-05-06,108,15,7.9,22.9
1908-05-07,108,16.9,9.8,24.6
1908-05-08,108,17.1,11.2,24.3
1908-05-09,108,17.3,13.3,23.5
1908-05-10,108,18,13.6,24.9
1908-05-11,108,13,10.2,17.9
1908-05-12,108,9.2,7.6,14.3
1908-05-13,108,12.3,6.3,17.3
1908-05-14,108,12.5,5.7,20.1
1908-05-15,108,14.8,5.5,24
1908-05-16,108,13.3,10.9,18.5
1908-05-17,108,14,11.1,18
1908-05-18,108,15.2,8.2,23.2
1908-05-19,108,16.7,10.9,24.2
1908-05-20,108,15.7,12.7,21
1908-05-21,108,15.9,8.9,24.1
1908-05-22,108,13.8,12.4,18
1908-05-23,108,13.6,10.8,19.2
1908-05-24,108,14.2,9.5,19.5
1908-05-25,108,16.7,10.2,25.2
1908-05-26,108,16.8,12.3,22.1
1908-05-27,108,16.7,15,18.5
1908-05-28,108,16.9,13.1,20.8
1908-05-29,108,15.9,11.2,21.4
1908-05-30,108,16.9,10.6,24.5
1908-05-31,108,13.6,10.4,23.5
1908-06-01,108,18.8,13.5,26.2
1908-06-02,108,19.4,13,28
1908-06-03,108,20.3,14.3,28.3
1908-06-04,108,20,12.7,29.1
1908-06-05,108,18,14.4,24.9
1908-06-06,108,19.1,15.8,24.8
1908-06-07,108,18.9,15.3,24.8
1908-06-08,108,19.3,11.6,27.5
1908-06-09,108,20.7,12.6,28.9
1908-06-10,108,20.3,14.5,27.5
1908-06-11,108,21.5,15.9,28.9
1908-06-12,108,19.7,17,24.5
1908-06-13,108,20.8,16.6,26.1
1908-06-14,108,21.2,17,27.6
1908-06-15,108,23.1,17.3,29.5
1908-06-16,108,21.2,18.1,26.5
1908-06-17,108,21.1,15.5,27
1908-06-18,108,18.8,17,23.5
1908-06-19,108,17.6,16.6,21.2
1908-06-20,108,20.3,16.8,25.8
1908-06-21,108,21.6,16.7,28
1908-06-22,108,23.6,18.6,29.1
1908-06-23,108,24.4,18.3,32.4
1908-06-24,108,23.7,19.5,31
1908-06-25,108,20.1,18.7,22.1
1908-06-26,108,22.9,18.5,29.4
1908-06-27,108,23.7,19.3,29.6
1908-06-28,108,20.6,19.5,23
1908-06-29,108,22.1,19.3,26.4
1908-06-30,108,19.5,16.3,23.5
1908-07-01,108,20.1,15.9,23.7
1908-07-02,108,20.3,16.7,25.9
1908-07-03,108,22.3,16.6,28.5
1908-07-04,108,20.2,18.2,23
1908-07-05,108,20.7,16.5,26.5
1908-07-06,108,21.3,14.7,27.2
1908-07-07,108,23.5,17.3,30.3
1908-07-08,108,23.1,19.5,27.6
1908-07-09,108,20.9,19.7,23.2
1908-07-10,108,20.9,19.7,22.3
1908-07-11,108,23.8,20.1,29.2
1908-07-12,108,24.8,19.8,30.4
1908-07-13,108,24.3,20.7,29.6
1908-07-14,108,25.3,20,31.2
1908-07-15,108,23,20.6,26.5
1908-07-16,108,23.3,18.8,29.7
1908-07-17,108,24.2,19.7,30.3
1908-07-18,108,24.6,19.5,31.5
1908-07-19,108,25.9,21.8,29.4
1908-07-20,108,22.5,20.5,26
1908-07-21,108,21.1,19.8,22.2
1908-07-22,108,22.9,21.6,25.3
1908-07-23,108,24.5,22.5,28.3
1908-07-24,108,26.6,22.4,32.9
1908-07-25,108,25.5,23.7,27.8
1908-07-26,108,24.7,23.2,27
1908-07-27,108,24.8,23,27.5
1908-07-28,108,26.3,23.3,29.7
1908-07-29,108,26.6,24.7,29.8
1908-07-30,108,24.8,23.8,26.7
1908-07-31,108,24.9,23.6,27.8
1908-08-01,108,26.2,24.4,29.6
1908-08-02,108,26.4,23.3,30.7
1908-08-03,108,26.9,24.2,32
1908-08-04,108,26.3,22.6,31.5
1908-08-05,108,27.3,23.6,32.4
1908-08-06,108,27.5,23.7,33.6
1908-08-07,108,26,23.4,30.9
1908-08-08,108,24.6,20.7,29.5
1908-08-09,108,22.4,19.8,26.7
1908-08-10,108,24.7,22,26.8
1908-08-11,108,25.4,21.9,30.5
1908-08-12,108,25.2,22.2,30.5
1908-08-13,108,24.9,22.1,29
1908-08-14,108,25.2,23,28.9
1908-08-15,108,25.5,21.7,30.4
1908-08-16,108,25.2,21.1,31.7
1908-08-17,108,25.6,21.1,32
1908-08-18,108,25.6,20.3,33.3
1908-08-19,108,25.8,21,32.5
1908-08-20,108,27.1,21.8,33.5
1908-08-21,108,25.9,23.5,31.1
1908-08-22,108,23.3,20.7,26.7
1908-08-23,108,22.6,19.6,26.1
1908-08-24,108,22.8,18.1,27.5
1908-08-25,108,19.1,18,23.9
1908-08-26,108,19.7,18,21.3
1908-08-27,108,20.2,19,23.3
1908-08-28,108,22,19.1,26
1908-08-29,108,21.9,18.1,27.7
1908-08-30,108,21.2,14.8,27.9
1908-08-31,108,21.8,17.5,27.2
1908-09-01,108,21.3,16.5,27.1
1908-09-02,108,21.7,17,26.8
1908-09-03,108,21.7,17,26.8
1908-09-04,108,23,19.3,27.5
1908-09-05,108,23.8,19.6,28.7
1908-09-06,108,22.1,18.2,27
1908-09-07,108,21.1,17.9,28
1908-09-08,108,21.3,18.3,25.5
1908-09-09,108,20.9,17.9,26.7
1908-09-10,108,21.8,17.3,26.1
1908-09-11,108,19.7,17.9,23.4
1908-09-12,108,19.7,17.6,23.2
1908-09-13,108,18.9,14.8,23.7
1908-09-14,108,17.1,12.2,23.1
1908-09-15,108,18.7,13.5,24.4
1908-09-16,108,21.2,17.9,26.8
1908-09-17,108,20.5,15.6,25.6
1908-09-18,108,20.8,15.7,26.2
1908-09-19,108,18.8,16.2,22.2
1908-09-20,108,16.5,11.7,21.4
1908-09-21,108,18.1,12.2,24.2
1908-09-22,108,15.6,10.7,21.8
1908-09-23,108,15.8,11.6,20.5
1908-09-24,108,14.9,9,22
1908-09-25,108,16.7,9.3,25
1908-09-26,108,18.1,11,27.4
1908-09-27,108,18.5,11.4,27.4
1908-09-28,108,18.1,11.3,25.7
1908-09-29,108,17.9,12.3,23.8
1908-09-30,108,15.5,9.9,21.8
1908-10-01,108,13.8,8.7,19
1908-10-02,108,13.3,6.9,20.8
1908-10-03,108,14.7,8.5,22
1908-10-04,108,15.8,10,23.4
1908-10-05,108,16.4,11,23
1908-10-06,108,15.2,12,17.7
1908-10-07,108,15.2,9.6,21.4
1908-10-08,108,12.7,9.4,17
1908-10-09,108,13.6,6.5,19.9
1908-10-10,108,12.2,5.5,18.6
1908-10-11,108,11.8,4.8,19.2
1908-10-12,108,11.6,3.2,20.5
1908-10-13,108,13,4.1,22.5
1908-10-14,108,14.7,11.5,18.4
1908-10-15,108,16.4,10.4,23.2
1908-10-16,108,15.5,9.2,23.2
1908-10-17,108,14.4,8.5,20.7
1908-10-18,108,14.7,7.5,22.3
1908-10-19,108,15.3,8.6,23.2
1908-10-20,108,14.7,9,21.5
1908-10-21,108,15,7.2,24.4
1908-10-22,108,15.9,7.5,25.3
1908-10-23,108,17.5,8.2,22.3
1908-10-24,108,18.5,14.7,23.9
1908-10-25,108,14.4,13.3,17.2
1908-10-26,108,15.1,11.8,18.1
1908-10-27,108,13.2,5.7,17.3
1908-10-28,108,6.4,2.2,11.8
1908-10-29,108,6.6,2.2,12.9
1908-10-30,108,6.3,-0.3,13.6
1908-10-31,108,7.4,0,13.7
1908-11-01,108,8.9,2,16.4
1908-11-02,108,10.7,6.5,17.3
1908-11-03,108,10.9,4.2,18.9
1908-11-04,108,13.9,6.6,18.6
1908-11-05,108,14.3,10.1,18.9
1908-11-06,108,9,4.4,13.8
1908-11-07,108,4.1,0.8,8
1908-11-08,108,0.5,-4.1,6
1908-11-09,108,-1.7,-5.3,3.3
1908-11-10,108,2.1,-2.8,6.6
1908-11-11,108,0.9,-3.2,5.7
1908-11-12,108,-0.2,-3.7,3.3
1908-11-13,108,2,-6.1,7.5
1908-11-14,108,0,-2.9,3.4
1908-11-15,108,-1.2,-6.6,5.3
1908-11-16,108,1.8,-6.4,6.8
1908-11-17,108,2.8,-2.6,9.7
1908-11-18,108,6.5,-0.7,11.2
1908-11-19,108,11.5,7.3,15.2
1908-11-20,108,10.9,4.1,15.1
1908-11-21,108,1.9,-0.8,6.7
1908-11-22,108,0.4,-4.3,5.1
1908-11-23,108,-2.2,-5.9,2.8
1908-11-24,108,1.1,-7.6,7.8
1908-11-25,108,6.1,1.5,12.6
1908-11-26,108,1.3,-3.2,6.7
1908-11-27,108,-4.3,-6.1,-1.5
1908-11-28,108,-2.3,-8.6,4.8
1908-11-29,108,-0.9,-7.2,4.7
1908-11-30,108,-0.1,-4.1,4.9
1908-12-01,108,-1.9,-6.8,3.5
1908-12-02,108,1.8,-6.3,9.3
1908-12-03,108,-1.8,-5.7,2.7
1908-12-04,108,1.2,-6.1,7.8
1908-12-05,108,4.5,-1.8,9.6
1908-12-06,108,0.7,-5.5,6.8
1908-12-07,108,-0.2,-3.1,3.2
1908-12-08,108,-1.4,-5.9,3.6
1908-12-09,108,-1.4,-6.6,6.4
1908-12-10,108,-0.7,-7.4,6.5
1908-12-11,108,2.1,-3.2,8.8
1908-12-12,108,3.3,-2.7,8.4
1908-12-13,108,2.9,-2.5,9.9
1908-12-14,108,4.6,-0.6,11.7
1908-12-15,108,-1.7,-5,1.8
1908-12-16,108,-1.2,-7.5,5.4
1908-12-17,108,0.8,-6.1,6.3
1908-12-18,108,-7.7,-11.2,-3.1
1908-12-19,108,-2.8,-7.2,1.5
1908-12-20,108,-5.7,-11.2,0.4
1908-12-21,108,-1.8,-7.6,4.5
1908-12-22,108,-0.8,-4.7,2.1
1908-12-23,108,-6.2,-9.9,-2
1908-12-24,108,-2.5,-9.9,1.4
1908-12-25,108,-0.3,-6.6,6.3
1908-12-26,108,1.8,-2.5,7.9
1908-12-27,108,0.9,-4.6,8.5
1908-12-28,108,0.4,-3.8,4.5
1908-12-29,108,0.7,-2.7,4.8
1908-12-30,108,-5.4,-9.2,-1
1908-12-31,108,-7.5,-12.7,-3
1909-01-01,108,-7.4,-10.8,-3.5
1909-01-02,108,-0.9,-6.2,2.5
1909-01-03,108,2.4,0.1,5
1909-01-04,108,2.4,-3,7.6
1909-01-05,108,1.2,-1.9,4.7
1909-01-06,108,-0.9,-3.4,1.5
1909-01-07,108,-3.2,-8.1,1.4
1909-01-08,108,-5.5,-9.1,-0.1
1909-01-09,108,-4.3,-8.4,0.3
1909-01-10,108,-3.4,-8.3,1.5
1909-01-11,108,-3.8,-10.4,3.3
1909-01-12,108,-0.3,-3.8,1.9
1909-01-13,108,-3.2,-6.9,0.2
1909-01-14,108,-2.9,-9.2,3
1909-01-15,108,-3,-7.4,2.1
1909-01-16,108,-3.7,-10.3,1.7
1909-01-17,108,0.1,-4.8,5.5
1909-01-18,108,2.5,-1.1,5.2
1909-01-19,108,-0.4,-5.5,2.8
1909-01-20,108,-4.3,-7.9,0.2
1909-01-21,108,-6.6,-9.9,-2.2
1909-01-22,108,-7.2,-13.6,-2.3
1909-01-23,108,-4.2,-12.1,0.7
1909-01-24,108,0.5,-4,4.5
1909-01-25,108,-1.6,-6,2.9
1909-01-26,108,-2.3,-6,2.2
1909-01-27,108,-4.5,-10.5,0
1909-01-28,108,-2.5,-6.3,2
1909-01-29,108,-4.8,-10.8,1.5
1909-01-30,108,-4,-10.8,1.4
1909-01-31,108,-2,-8.7,4.7
1909-02-01,108,-1.7,-8.2,5.8
1909-02-02,108,0.6,-5.4,6.2
1909-02-03,108,-0.2,-3.4,4.6
1909-02-04,108,-4.6,-8.3,-1.3
1909-02-05,108,-3.5,-7.5,2
1909-02-06,108,-8.8,-11.7,-4.7
1909-02-07,108,-7.9,-13.2,-2.7
1909-02-08,108,-3.6,-11.2,2.2
1909-02-09,108,-1.9,-8.8,4.4
1909-02-10,108,-0.3,-7.8,5.2
1909-02-11,108,-3.9,-8.2,2.6
1909-02-12,108,-6.9,-11.5,-1.6
1909-02-13,108,-4.1,-12.7,3.6
1909-02-14,108,2.6,-4.5,8.8
1909-02-15,108,-1.4,-4.6,3.8
1909-02-16,108,-3.3,-6.4,1
1909-02-17,108,-4.6,-10.3,0.9
1909-02-18,108,2.2,-7.3,8.2
1909-02-19,108,0.8,-8.3,5.9
1909-02-20,108,-8.7,-10.9,-4.9
1909-02-21,108,-9.5,-12.7,-5.5
1909-02-22,108,-7.7,-12.8,-3.3
1909-02-23,108,-6.6,-12.4,-1.2
1909-02-24,108,-2.6,-9,3.6
1909-02-25,108,-1.9,-4.5,1.7
1909-02-26,108,-3.2,-8.2,0.7
1909-02-27,108,-1.3,-6.6,4.9
1909-02-28,108,0.9,-5.6,7.3
1909-03-01,108,2.6,-1.8,8.4
1909-03-02,108,-0.1,-4.2,4.4
1909-03-03,108,-2.7,-8.7,4.5
1909-03-04,108,-0.3,-6.6,8
1909-03-05,108,1.4,-6.1,8.8
1909-03-06,108,0.6,-2.5,3.4
1909-03-07,108,0,-5,6.4
1909-03-08,108,1.1,-4.5,8.8
1909-03-09,108,4.1,-3.3,9.1
1909-03-10,108,7.3,4.2,13.9
1909-03-11,108,7.6,-0.4,15.2
1909-03-12,108,3.7,1.3,7.6
1909-03-13,108,0.6,-2.8,5.5
1909-03-14,108,-3.3,-5.6,-0.2
1909-03-15,108,-3.5,-8,2.6
1909-03-16,108,-0.8,-5.7,4
1909-03-17,108,-1.6,-4.8,3
1909-03-18,108,-1.6,-7.1,4.1
1909-03-19,108,3.3,-4.8,9.3
1909-03-20,108,6.7,2.1,11.3
1909-03-21,108,0.8,-3.2,6.1
1909-03-22,108,4.9,-3.6,12.1
1909-03-23,108,4.8,3,7.4
1909-03-24,108,-0.3,-2.7,3
1909-03-25,108,-1.7,-3.4,1.8
1909-03-26,108,-1.3,-6.9,3
1909-03-27,108,1.3,-4.4,6
1909-03-28,108,4.2,0.7,8.5
1909-03-29,108,5.1,0.7,11.8
1909-03-30,108,5,-2.1,13.5
1909-03-31,108,6.8,-1.6,15
1909-04-01,108,7.4,2.2,12.5
1909-04-02,108,8.8,-1,18.9
1909-04-03,108,10.8,1.8,19.8
1909-04-04,108,12.6,5.9,21.3
1909-04-05,108,12.4,5.4,20.4
1909-04-06,108,6.7,2.5,10
1909-04-07,108,4,-1.6,9.3
1909-04-08,108,7.9,1.2,15.2
1909-04-09,108,10.3,2.9,17.8
1909-04-10,108,4.8,0.4,9
1909-04-11,108,3.7,-1,9.3
1909-04-12,108,11.1,-0.9,20.2
1909-04-13,108,18.1,13.5,22.5
1909-04-14,108,10.8,5.3,17.5
1909-04-15,108,5.9,1.1,11.8
1909-04-16,108,6.3,-1.6,14.6
1909-04-17,108,13,4.4,20.5
1909-04-18,108,11.1,7.9,14.3
1909-04-19,108,9.1,5.8,12.3
1909-04-20,108,11.1,6.4,16.7
1909-04-21,108,10.7,7,17.2
1909-04-22,108,9.9,5.4,16.2
1909-04-23,108,10.6,1.9,19.1
1909-04-24,108,12,6.1,19
1909-04-25,108,14.8,5.3,23.3
1909-04-26,108,15.5,11,21.8
1909-04-27,108,15.6,13.6,17.8
1909-04-28,108,14.5,12.6,17.2
1909-04-29,108,11.3,9.4,15.2
1909-04-30,108,10.6,6.1,16.9
1909-05-01,108,12.3,5.7,19.3
1909-05-02,108,12.9,6.9,19.9
1909-05-03,108,13.6,10.9,15.4
1909-05-04,108,17,13.7,21.8
1909-05-05,108,15.8,12.5,21.6
1909-05-06,108,11.5,10.1,14.3
1909-05-07,108,12.3,9.4,17.9
1909-05-08,108,14.2,6.8,21.6
1909-05-09,108,17,9.4,25.7
1909-05-10,108,17,12.1,23.4
1909-05-11,108,11.3,9,14.5
1909-05-12,108,13,6.8,20.2
1909-05-13,108,14.2,8,21.2
1909-05-14,108,14.4,10.3,19.8
1909-05-15,108,14.1,8.4,21.1
1909-05-16,108,15.3,10,22
1909-05-17,108,15.4,9.2,23.4
1909-05-18,108,16,11.2,23.1
1909-05-19,108,15.3,10.7,21.5
1909-05-20,108,15.2,9.7,21.1
1909-05-21,108,16.2,9.8,23.4
1909-05-22,108,17.2,10.7,25.2
1909-05-23,108,16.9,10.9,24.3
1909-05-24,108,19.5,15.2,24.8
1909-05-25,108,16.7,12.3,21.4
1909-05-26,108,13.4,8.9,19.7
1909-05-27,108,14.7,10.2,18.7
1909-05-28,108,15,10.7,21.2
1909-05-29,108,18.8,8.8,29.4
1909-05-30,108,20.8,13.7,29.8
1909-05-31,108,21.7,14.4,29.6
1909-06-01,108,22.6,15.2,31.7
1909-06-02,108,22,14.5,31.4
1909-06-03,108,22.1,15.7,31.4
1909-06-04,108,18.6,17.4,20
1909-06-05,108,18,17.2,19.3
1909-06-06,108,19,15.7,24
1909-06-07,108,18,13.5,24.1
1909-06-08,108,18.1,12.4,23.8
1909-06-09,108,18.9,14.8,23.8
1909-06-10,108,18.1,11.2,26
1909-06-11,108,18.4,12.4,25.8
1909-06-12,108,18.5,11.7,25.6
1909-06-13,108,20.3,15.8,26.1
1909-06-14,108,19.6,15.8,26
1909-06-15,108,19.6,13.1,27.4
1909-06-16,108,20,16.7,24.9
1909-06-17,108,20.3,13.5,27.2
1909-06-18,108,21.4,14.9,28
1909-06-19,108,22.5,16.3,30.1
1909-06-20,108,21.4,17.5,27
