기온분석
1961-08-28,108,26,21,31.4
1961-08-29,108,24.2,21,29.5
1961-08-30,108,22.8,20.8,24.9
1961-08-31,108,23.1,22,26.3
1961-09-01,108,21.9,19.6,22.8
1961-09-02,108,24.1,17.7,30
1961-09-03,108,24.1,20.3,28.9
1961-09-04,108,26.6,23,31.7
1961-09-05,108,23.4,19.1,25.6
1961-09-06,108,22.3,17.6,27.8
1961-09-07,108,24.3,18.8,30
1961-09-08,108,21.4,19.5,24.2
1961-09-09,108,22.4,17.2,28
1961-09-10,108,23.4,18.3,28.8
1961-09-11,108,22.4,17.9,27.9
1961-09-12,108,23.4,18.4,29.1
1961-09-13,108,19.4,17.3,22.3
1961-09-14,108,19.4,18.1,20.3
1961-09-15,108,21,15.2,27.5
1961-09-16,108,20,15.5,25.5
1961-09-17,108,17.7,12.8,22.3
1961-09-18,108,17.4,10.4,23.4
1961-09-19,108,18,11.3,24.2
1961-09-20,108,19.6,15.7,24.7
1961-09-21,108,22.4,17.9,27.2
1961-09-22,108,21.9,18.8,26.2
1961-09-23,108,20.8,18.2,25.1
1961-09-24,108,21,16.6,26.1
1961-09-25,108,18.5,16.8,19.4
1961-09-26,108,19.6,13.7,27.2
1961-09-27,108,22.2,15.6,27.9
1961-09-28,108,23.6,18,29.4
1961-09-29,108,21.7,18,26
1961-09-30,108,19.8,15.2,25.2
1961-10-01,108,18.3,13.2,23.9
1961-10-02,108,19,12.9,25.1
1961-10-03,108,20.9,16.2,25.8
1961-10-04,108,19.4,17.1,22
1961-10-05,108,18.9,16.7,20.7
1961-10-06,108,18.4,8.7,23
1961-10-07,108,15.7,9.8,21.9
1961-10-08,108,15.7,9.4,22.2
1961-10-09,108,17.7,11.2,25.2
1961-10-10,108,16.1,12.2,22.6
1961-10-11,108,15.3,8.8,21.1
1961-10-12,108,15.4,11.6,20.9
1961-10-13,108,13.6,8.5,18.4
1961-10-14,108,13,7.1,17.9
1961-10-15,108,17,12,22.7
1961-10-16,108,14.7,12.2,16.9
1961-10-17,108,18.3,13.7,23.7
1961-10-18,108,17.8,14.9,22.6
1961-10-19,108,17.2,15.4,19.5
1961-10-20,108,16.3,13.1,21.2
1961-10-21,108,14.9,8.8,21.6
1961-10-22,108,15.3,10.7,21.5
1961-10-23,108,11.1,7.1,16
1961-10-24,108,12.8,6.2,20
1961-10-25,108,14.9,9,20.4
1961-10-26,108,14.8,12.4,16.7
1961-10-27,108,15.8,11.5,21.4
1961-10-28,108,13.6,7.9,19.5
1961-10-29,108,11.7,7.8,17.2
1961-10-30,108,10.3,4.1,16.7
1961-10-31,108,11.1,3.3,17.3
1961-11-01,108,12.2,4.2,20.4
1961-11-02,108,14,11.3,16.8
1961-11-03,108,11.6,8.9,16.6
1961-11-04,108,10.3,7.1,13.8
1961-11-05,108,8.3,1.4,13.7
1961-11-06,108,8.9,1.8,16.4
1961-11-07,108,12.3,7.3,18.9
1961-11-08,108,10.8,0.6,15.3
1961-11-09,108,1.7,-2.6,6.9
1961-11-10,108,7.4,1.7,14.6
1961-11-11,108,6.6,0.4,12
1961-11-12,108,7.7,3.6,12.3
1961-11-13,108,8.3,0.8,15.7
1961-11-14,108,9.9,5,15.1
1961-11-15,108,11.7,5.6,18.3
1961-11-16,108,13.9,10.7,16.6
1961-11-17,108,13.3,12.3,14.6
1961-11-18,108,14,12.4,16.9
1961-11-19,108,12.3,8.9,16.5
1961-11-20,108,10.6,7.3,14.4
1961-11-21,108,10.7,8.3,13.5
1961-11-22,108,3.2,-0.6,8.3
1961-11-23,108,-0.4,-3,3.4
1961-11-24,108,1.3,-3.5,6.4
1961-11-25,108,8.6,6.4,11.9
1961-11-26,108,8.8,5.8,13.8
1961-11-27,108,8.1,6.4,10.6
1961-11-28,108,10,7.1,12.1
1961-11-29,108,6.3,2.6,10.1
1961-11-30,108,5.4,1.8,11
1961-12-01,108,5.1,0.7,10.1
1961-12-02,108,4.6,-0.1,10.6
1961-12-03,108,5.2,3,8.6
1961-12-04,108,6,2.4,11
1961-12-05,108,2.7,-2.6,4.9
1961-12-06,108,-1.8,-4.5,1.6
1961-12-07,108,-1.2,-5.7,3.5
1961-12-08,108,0.8,-2,2.6
1961-12-09,108,0.4,-3.8,5
1961-12-10,108,4.9,3,7.6
1961-12-11,108,4.5,-1.1,11.4
1961-12-12,108,7.5,1.2,13
1961-12-13,108,-6,-11,1.2
1961-12-14,108,-9.1,-12.5,-5.1
1961-12-15,108,-5.9,-11.1,-1.8
1961-12-16,108,-0.8,-3.8,1.7
1961-12-17,108,4.2,1.5,5.6
1961-12-18,108,4.7,3.3,7
1961-12-19,108,-0.6,-4.5,0.8
1961-12-20,108,-2.4,-5.9,2.5
1961-12-21,108,-5.2,-7.7,-2.8
1961-12-22,108,-4.6,-8.8,0.4
1961-12-23,108,0.4,-4,5.4
1961-12-24,108,-2.1,-6.8,4.2
1961-12-25,108,-5.2,-9.3,-0.9
1961-12-26,108,-3.8,-7.4,-0.1
1961-12-27,108,-5.5,-8.6,-1.6
1961-12-28,108,-7,-10.4,-3.2
1961-12-29,108,-4.8,-9.8,1.1
1961-12-30,108,-3.7,-8.2,2
1961-12-31,108,-1.5,-5.4,3.6
1962-01-01,108,-2.6,-5,0.4
1962-01-02,108,-5.9,-9.2,-2.9
1962-01-03,108,-3.2,-9.8,2.6
1962-01-04,108,-1.3,-7,4.9
1962-01-05,108,-6.7,-10.4,-3.2
1962-01-06,108,-4.2,-7.8,-0.2
1962-01-07,108,-2.3,-7,3.6
1962-01-08,108,-1.3,-6.1,4.5
1962-01-09,108,2,-2.3,7.9
1962-01-10,108,1.9,-1,5.5
1962-01-11,108,1.4,-0.2,3.5
1962-01-12,108,2.1,0.4,4.7
1962-01-13,108,1,-2.9,4
1962-01-14,108,-3.4,-6.3,0.1
1962-01-15,108,-5,-8.4,-0.8
1962-01-16,108,-5.2,-9.8,-0.4
1962-01-17,108,-2.6,-8.4,2.2
1962-01-18,108,-1.9,-6.3,0.4
1962-01-19,108,-4.8,-9.2,0.6
1962-01-20,108,-4.8,-9.4,0.3
1962-01-21,108,-4.4,-9.1,0.6
1962-01-22,108,-5.4,-8.8,-0.8
1962-01-23,108,-7.3,-11.3,-2.4
1962-01-24,108,-6.4,-9.4,-2.2
1962-01-25,108,-5,-8.7,-0.4
1962-01-26,108,-5.5,-8.1,-1.8
1962-01-27,108,-7.5,-11.3,-3
1962-01-28,108,-5,-9,0.1
1962-01-29,108,-3.1,-5.8,1.1
1962-01-30,108,-4.5,-9,0.7
1962-01-31,108,-5.4,-9,-0.8
1962-02-01,108,-4.9,-10.8,1.6
1962-02-02,108,-3.4,-9.4,3.6
1962-02-03,108,-1.5,-7.4,4.9
1962-02-04,108,-0.5,-5.4,6
1962-02-05,108,0.1,-4.8,6.4
1962-02-06,108,-0.4,-5,5.5
1962-02-07,108,0.5,-5.4,7.9
1962-02-08,108,0.9,-1.4,4.5
1962-02-09,108,3.8,0.5,9.4
1962-02-10,108,6.4,3.8,12.5
1962-02-11,108,1.2,-1.2,5.1
1962-02-12,108,-2.3,-7,1.6
1962-02-13,108,-7.1,-10.9,-3.1
1962-02-14,108,-3.8,-6.4,0.5
1962-02-15,108,-5.8,-8.8,-2.6
1962-02-16,108,-3.6,-10,2.3
1962-02-17,108,0.1,-2.6,3.9
1962-02-18,108,-0.7,-1.8,2.1
1962-02-19,108,-2,-4.4,0.6
1962-02-20,108,0.5,-5.8,6.3
1962-02-21,108,2,-0.6,5.6
1962-02-22,108,4.4,0,10.6
1962-02-23,108,1.6,-2,6
1962-02-24,108,2.1,-2.2,6.9
1962-02-25,108,-0.6,-6.2,1.4
1962-02-26,108,-3.9,-7.2,0
1962-02-27,108,-2.3,-7.2,2.4
1962-02-28,108,-0.3,-3.8,5
1962-03-01,108,-0.9,-3.7,5.1
1962-03-02,108,-1.4,-5.5,3.3
1962-03-03,108,1.8,-4.2,7
1962-03-04,108,4.8,2.2,8.4
1962-03-05,108,6.1,3.2,11.7
1962-03-06,108,3.3,0.3,6.2
1962-03-07,108,0.7,-3.2,5.4
1962-03-08,108,2.3,-3.4,7.6
1962-03-09,108,4.5,-0.1,10.2
1962-03-10,108,1.5,-1.6,5.7
1962-03-11,108,2.5,-3.3,6.5
1962-03-12,108,7.4,1.6,14.2
1962-03-13,108,10.5,1.9,18.2
1962-03-14,108,10.9,6.4,18.2
1962-03-15,108,1,-2.2,7
1962-03-16,108,-3.1,-5.5,-0.8
1962-03-17,108,-1.1,-6,4
1962-03-18,108,2.3,-2,6.8
1962-03-19,108,8,3.1,13
1962-03-20,108,6.9,4.2,9.2
1962-03-21,108,4,1.2,7.4
1962-03-22,108,3.6,-0.6,8.1
1962-03-23,108,2,-1.8,5.4
1962-03-24,108,2.4,-1.5,7
1962-03-25,108,1.6,0.4,5.9
1962-03-26,108,-0.3,-3,2.2
1962-03-27,108,4.7,-1,8.4
1962-03-28,108,3.6,-0.1,6.2
1962-03-29,108,1.6,-2.4,6.4
1962-03-30,108,2.7,-3.3,8.9
1962-03-31,108,5.3,-1.8,12.6
1962-04-01,108,9.9,0.2,17.8
1962-04-02,108,6.9,0.6,13
1962-04-03,108,-1,-3.5,1.5
1962-04-04,108,1.5,-3.8,6.3
1962-04-05,108,7.9,1.4,13.8
1962-04-06,108,9.8,5.4,13.9
1962-04-07,108,13.3,11.8,15.3
1962-04-08,108,11.6,8.2,14.9
1962-04-09,108,10.2,6.6,14.7
1962-04-10,108,8.8,5,13.9
1962-04-11,108,8.4,2.9,12.9
1962-04-12,108,10.8,4.2,17.5
1962-04-13,108,9.6,5.8,13.1
1962-04-14,108,9.7,4.2,14.3
1962-04-15,108,10.7,3.3,16.7
1962-04-16,108,11.8,4.5,19.8
1962-04-17,108,7.3,2.6,11.2
1962-04-18,108,5.8,0.7,10.8
1962-04-19,108,10.1,3.2,17.3
1962-04-20,108,12.1,6.2,17.8
1962-04-21,108,12.7,8.4,19.2
1962-04-22,108,15.1,7.3,23.8
1962-04-23,108,14.8,10.2,21.1
1962-04-24,108,14.6,11.8,19.2
1962-04-25,108,10.2,8.8,12.3
1962-04-26,108,11.8,8.3,16.9
1962-04-27,108,8.2,6.3,10.1
1962-04-28,108,10.5,5,16.5
1962-04-29,108,11.9,5.5,17.5
1962-04-30,108,14,5.6,21.3
1962-05-01,108,15,7.9,21.9
1962-05-02,108,15.6,8.7,22
1962-05-03,108,14.3,11.4,19.6
1962-05-04,108,16.1,11.2,21.3
1962-05-05,108,14,7.6,20.9
1962-05-06,108,15.2,9.2,20.9
1962-05-07,108,17.5,10.1,24.7
1962-05-08,108,16.2,10.6,22.6
1962-05-09,108,14,9.9,19.8
1962-05-10,108,15,7.9,21.2
1962-05-11,108,17.5,11.4,22.4
1962-05-12,108,14.2,10.4,17.8
1962-05-13,108,15.7,9.9,20.5
1962-05-14,108,17,13.4,20.9
1962-05-15,108,17.4,11.9,25.5
1962-05-16,108,14.6,10.2,19.5
1962-05-17,108,13.6,7.3,19.2
1962-05-18,108,15.6,10.6,21.6
1962-05-19,108,16.8,10.2,22
1962-05-20,108,19.3,11.7,25.5
1962-05-21,108,20.1,14.4,24.6
1962-05-22,108,21.1,13.4,28.3
1962-05-23,108,21.9,15.2,30.2
1962-05-24,108,20.2,13.8,28.2
1962-05-25,108,20.1,13.8,26.5
1962-05-26,108,20.7,12.6,28
1962-05-27,108,20.2,13.5,29.4
1962-05-28,108,21,14,27.8
1962-05-29,108,21.2,14.5,28.2
1962-05-30,108,20.3,15.4,25.8
1962-05-31,108,22.8,14.8,30.7
1962-06-01,108,20.4,15.3,25.5
1962-06-02,108,17,15.4,18.3
1962-06-03,108,21,15.6,27.3
1962-06-04,108,19.2,16,24.4
1962-06-05,108,18,14.2,22.4
1962-06-06,108,19.4,11.2,25.8
1962-06-07,108,17.2,14,20.5
1962-06-08,108,18.1,13.4,23.6
1962-06-09,108,20.5,13.8,27.2
1962-06-10,108,18.4,15.2,21.1
1962-06-11,108,19.4,13.4,25.5
1962-06-12,108,21.2,14.2,27.4
1962-06-13,108,19.9,16.3,25.4
1962-06-14,108,19.9,17.2,24.2
1962-06-15,108,22.5,15.2,29.1
1962-06-16,108,24.4,17.8,30.5
1962-06-17,108,25.2,19.8,32.4
1962-06-18,108,23.7,17.4,30.8
1962-06-19,108,24.6,18.4,30.8
1962-06-20,108,21.3,15.8,25.7
1962-06-21,108,18.3,15.4,20.9
1962-06-22,108,21.7,18.6,26.8
1962-06-23,108,21.6,18.3,26.7
1962-06-24,108,22.7,17.4,27.6
1962-06-25,108,22,18,26.6
1962-06-26,108,20.9,17.8,24.3
1962-06-27,108,22.2,18.2,27.8
1962-06-28,108,23.4,17.5,30.6
1962-06-29,108,25.3,19.6,31.4
1962-06-30,108,24.4,19.2,30.7
1962-07-01,108,25.8,17.2,32.9
1962-07-02,108,27.2,19.8,35
1962-07-03,108,26.4,21,31.5
1962-07-04,108,25.4,21.8,30.6
1962-07-05,108,27.8,21.2,34.5
1962-07-06,108,28.1,22,34.1
1962-07-07,108,25.8,21.1,30.4
1962-07-08,108,25.3,20.8,32.3
1962-07-09,108,22.4,18.8,24.4
1962-07-10,108,26.3,23.2,30.6
1962-07-11,108,23.9,22.6,26.3
1962-07-12,108,24.7,21.1,29.8
1962-07-13,108,24,20.2,29.6
1962-07-14,108,26.4,20.6,33.2
1962-07-15,108,26.4,20.2,30.7
1962-07-16,108,28.8,23.4,34
1962-07-17,108,26,23.3,27.8
1962-07-18,108,24.7,22.4,29.3
1962-07-19,108,24,21.3,28
1962-07-20,108,22.7,21.5,24.3
1962-07-21,108,25.4,21.4,30.6
1962-07-22,108,24.1,22.4,26.8
1962-07-23,108,23.8,21.4,26.6
1962-07-24,108,28.9,23.2,34.2
1962-07-25,108,29.6,25.8,35
1962-07-26,108,29.4,25.4,34.7
1962-07-27,108,28.3,25.1,32.9
1962-07-28,108,25.8,24.4,27.2
1962-07-29,108,25.1,24.4,25.8
1962-07-30,108,27.2,25,30.4
1962-07-31,108,28,24.8,32.2
1962-08-01,108,26.6,24.9,30.4
1962-08-02,108,25.1,23.3,28
1962-08-03,108,24.3,22.3,28
1962-08-04,108,25.9,23.6,30.4
1962-08-05,108,24.4,22.8,28.4
1962-08-06,108,25.2,22.9,28.8
1962-08-07,108,26.9,24.1,31.1
1962-08-08,108,24.5,22.3,26.9
1962-08-09,108,24.7,22.6,28.7
1962-08-10,108,25.5,22.2,30.4
1962-08-11,108,26.2,22.5,32.5
1962-08-12,108,27.2,22.2,33.1
1962-08-13,108,27,22.4,32.4
1962-08-14,108,25.9,23.8,29
1962-08-15,108,24.9,23.3,27.4
1962-08-16,108,24.3,22,26.6
1962-08-17,108,24.2,21.8,27.5
1962-08-18,108,25.3,22.5,29.9
1962-08-19,108,25.3,23.5,30
1962-08-20,108,26.1,22.4,30.9
1962-08-21,108,26.1,22.1,32.1
1962-08-22,108,26.7,23.7,31.2
1962-08-23,108,25.7,23.1,30.8
1962-08-24,108,23.2,20.8,26.4
1962-08-25,108,24.5,21.2,28.3
1962-08-26,108,24.3,21,29.2
1962-08-27,108,22,21,22.8
1962-08-28,108,24,21.5,28.1
1962-08-29,108,24.4,20,29
1962-08-30,108,23.6,19.7,27.8
1962-08-31,108,24.2,22,27.8
1962-09-01,108,22.9,20.2,27
1962-09-02,108,21,19.4,22.7
1962-09-03,108,23.9,20.2,28
1962-09-04,108,23.6,20,27.9
1962-09-05,108,24.1,21.3,28.7
1962-09-06,108,20,19.2,22
1962-09-07,108,24.4,19.5,29.8
1962-09-08,108,22.5,18.2,26.3
1962-09-09,108,20.3,16.3,25.2
1962-09-10,108,21.2,14,27.1
1962-09-11,108,21.3,19,27
1962-09-12,108,20.4,18,23
1962-09-13,108,20,17.3,22.8
1962-09-14,108,22.9,18.2,27.5
1962-09-15,108,23.1,17.5,28.6
1962-09-16,108,20.3,16.8,23.2
1962-09-17,108,18.9,16.3,21.2
1962-09-18,108,20.7,16.5,25.1
1962-09-19,108,21.3,18.8,24.4
1962-09-20,108,21,17.5,26.5
1962-09-21,108,20.9,16.7,27.6
1962-09-22,108,20.7,15.6,26
1962-09-23,108,19.7,17.1,24.3
1962-09-24,108,16.9,12.8,21.1
1962-09-25,108,16.7,11.9,21.7
1962-09-26,108,16.2,9.4,22.7
1962-09-27,108,16.2,11.9,18.4
1962-09-28,108,17.4,12.3,20.9
1962-09-29,108,15.5,9.4,21
1962-09-30,108,15,8.5,21.8
1962-10-01,108,17.6,14,22
1962-10-02,108,18.3,14.6,22
1962-10-03,108,18.9,16.3,22.8
1962-10-04,108,17,12.6,20.8
1962-10-05,108,14.9,8.8,21
1962-10-06,108,15,7.5,22.1
1962-10-07,108,15.3,8,21.2
1962-10-08,108,18.1,13.3,22.9
1962-10-09,108,19.9,13.5,25.6
1962-10-10,108,18.1,15,20.4
1962-10-11,108,18.1,14.1,24.2
1962-10-12,108,16.8,12,22.4
1962-10-13,108,12.4,7.4,16.4
1962-10-14,108,5.4,2.3,9.4
1962-10-15,108,7.8,1.5,14.1
1962-10-16,108,11.2,3.8,18.6
1962-10-17,108,13.7,7.7,19.3
1962-10-18,108,13.7,7.5,19.6
1962-10-19,108,13.7,8,18.9
1962-10-20,108,12.2,6.9,17.4
1962-10-21,108,11,4.2,12.6
1962-10-22,108,10.5,4.3,17.2
1962-10-23,108,11.6,5.6,16.8
1962-10-24,108,12.2,8.8,16.9
1962-10-25,108,10.6,5.4,16.1
1962-10-26,108,10.9,3.8,16.7
1962-10-27,108,11.2,4.3,17.7
1962-10-28,108,11.6,4.4,18.1
1962-10-29,108,10.8,4.4,17.3
1962-10-30,108,10.7,4.3,17.2
1962-10-31,108,12.6,5.2,19.7
1962-11-01,108,14.9,7.8,20.8
1962-11-02,108,14.9,11.9,17.5
1962-11-03,108,13.5,9.7,16.4
1962-11-04,108,4.9,1.5,10
1962-11-05,108,3.8,0.7,7.7
1962-11-06,108,5.9,-1,11.4
1962-11-07,108,8.9,4.8,12.9
1962-11-08,108,9.7,7,12.9
1962-11-09,108,8,3.3,11.6
1962-11-10,108,6.3,0,12.3
1962-11-11,108,10.7,5.3,16.9
1962-11-12,108,14.4,10,18.8
1962-11-13,108,13.1,7.5,18.9
1962-11-14,108,13.6,8,19.8
1962-11-15,108,14.8,9,20.6
1962-11-16,108,10.8,6.8,15.8
1962-11-17,108,8.2,3.5,12
1962-11-18,108,5.6,-0.4,12
1962-11-19,108,6.4,4.4,9.6
1962-11-20,108,5,4,5.6
1962-11-21,108,3.4,-0.3,5.6
1962-11-22,108,-0.9,-5,3.2
1962-11-23,108,-3,-6.6,0.5
1962-11-24,108,-2.8,-7.7,1
1962-11-25,108,-1.3,-3.6,1.2
1962-11-26,108,3.1,-1.2,7.3
1962-11-27,108,3.7,1,7
1962-11-28,108,0.4,-3.1,3.3
1962-11-29,108,-2.6,-5,0.5
1962-11-30,108,-2.4,-6,2
1962-12-01,108,-1.1,-5.4,2.7
1962-12-02,108,1.4,-1.7,5.7
1962-12-03,108,0.1,-3.9,5
1962-12-04,108,-1.8,-4.7,0.3
1962-12-05,108,-3,-5.9,0.6
1962-12-06,108,-2.6,-8.4,3.9
1962-12-07,108,-0.9,-6.6,4.9
1962-12-08,108,1.5,-0.5,3.6
1962-12-09,108,3.4,-2.3,9.9
1962-12-10,108,5.5,0.3,9.9
1962-12-11,108,-0.1,-4.2,4.6
1962-12-12,108,0.1,-4.2,5.2
1962-12-13,108,2.4,-3.2,8.4
1962-12-14,108,3.1,-1,4.9
1962-12-15,108,-0.3,-3.8,3.6
1962-12-16,108,0,-4.5,3.8
1962-12-17,108,1.2,-1.3,4.3
1962-12-18,108,1.4,-2.8,5.8
1962-12-19,108,3.2,-0.2,6.3
1962-12-20,108,-1,-4.8,4.2
1962-12-21,108,-2.2,-5.9,2
1962-12-22,108,0.2,-5.4,5.1
1962-12-23,108,5.2,3.4,8.6
1962-12-24,108,4,0.5,7.8
1962-12-25,108,4.2,-0.5,10.3
1962-12-26,108,2.9,-2.6,9.7
1962-12-27,108,7.3,3.7,12.5
1962-12-28,108,8.2,5.3,12.4
1962-12-29,108,6.8,-1.2,10.6
1962-12-30,108,-7.3,-10.4,-1.2
1962-12-31,108,-8.6,-11.5,-5.5
1963-01-01,108,-5.7,-10.7,0.5
1963-01-02,108,-4.3,-8.7,-0.9
1963-01-03,108,-3.8,-7.1,0.8
1963-01-04,108,-3.8,-9.5,0.8
1963-01-05,108,-6.9,-12.4,-1
1963-01-06,108,-10.8,-13.8,-7.1
1963-01-07,108,-9,-13.8,-3.6
1963-01-08,108,-6.3,-9.5,-2.8
1963-01-09,108,-6.5,-10.5,-0.3
1963-01-10,108,-6.9,-9.8,-3.3
1963-01-11,108,-10.7,-13.7,-7.6
1963-01-12,108,-12.2,-14.8,-8.8
1963-01-13,108,-11.4,-16,-6.8
1963-01-14,108,-8.3,-12.5,-1.9
1963-01-15,108,-13.3,-15.9,-11
1963-01-16,108,-12.4,-16.2,-8.1
1963-01-17,108,-5.2,-10.6,1.6
1963-01-18,108,-6.7,-12.5,-3.4
1963-01-19,108,-11.7,-15,-8.1
1963-01-20,108,-11.8,-14.3,-8.9
1963-01-21,108,-14.5,-17.7,-9.8
1963-01-22,108,-12.9,-16.2,-6.7
1963-01-23,108,-15.5,-18.4,-12.1
1963-01-24,108,-14.6,-18,-10.6
1963-01-25,108,-12.8,-15.9,-8.6
1963-01-26,108,-10.7,-16.1,-5.3
1963-01-27,108,-7.3,-12.2,-1.8
1963-01-28,108,-6,-10.6,-2
1963-01-29,108,-5.7,-8.5,-1.6
1963-01-30,108,-7.2,-10.5,-4.8
1963-01-31,108,-8.9,-11.6,-5.9
1963-02-01,108,-8.7,-12.6,-4.2
1963-02-02,108,-7.7,-12.1,-2.6
1963-02-03,108,-7.2,-11.4,-3.8
1963-02-04,108,-7.4,-11.4,-3.2
1963-02-05,108,-6.4,-11.4,-0.4
1963-02-06,108,-4.8,-9.9,1.2
1963-02-07,108,-2.4,-7.2,2.5
1963-02-08,108,-2.3,-5.7,0.6
1963-02-09,108,-4,-8.8,1.3
1963-02-10,108,-1.4,-6.9,3.8
1963-02-11,108,-0.7,-3.1,4.7
1963-02-12,108,-3,-5.5,0.6
1963-02-13,108,-3,-7.3,2
1963-02-14,108,-1.6,-7.3,4.7
1963-02-15,108,-0.1,-2.4,3.9
1963-02-16,108,0.3,-4,5.8
1963-02-17,108,-0.5,-3.2,4.7
1963-02-18,108,-0.9,-5.7,4.1
1963-02-19,108,-1.1,-4.4,3.3
1963-02-20,108,-1.8,-5.7,3.5
1963-02-21,108,-1.1,-6.3,4.9
1963-02-22,108,-0.8,-5.4,4.6
1963-02-23,108,1.7,-2.8,8.2
1963-02-24,108,-0.5,-3.7,4
1963-02-25,108,0,-4.6,6.3
1963-02-26,108,-1.2,-3.2,0.8
1963-02-27,108,-1.7,-4.2,2.2
1963-02-28,108,-0.5,-5.7,4.3
1963-03-01,108,4.4,1.3,10.6
1963-03-02,108,4.2,-1.4,12.2
1963-03-03,108,4.8,1,9.2
1963-03-04,108,1.3,-2,6.4
1963-03-05,108,0.8,-3.1,7
1963-03-06,108,1.4,-3.2,7.4
1963-03-07,108,2.7,-3.1,8.2
1963-03-08,108,4.6,-1.7,8.4
1963-03-09,108,3.1,-0.4,4.4
1963-03-10,108,1.9,-1,7
1963-03-11,108,3.7,-2,10.4
1963-03-12,108,4.8,0.6,10.7
1963-03-13,108,5.8,-0.9,13.1
1963-03-14,108,6,0,12.4
1963-03-15,108,6.2,2.5,12.5
1963-03-16,108,6.6,-0.2,14.6
1963-03-17,108,7,1.6,13.4
1963-03-18,108,6.2,2.7,11.1
1963-03-19,108,9.4,6.2,13.7
1963-03-20,108,11.5,6.3,17.1
1963-03-21,108,8.7,3.9,15
1963-03-22,108,8.5,3,16.4
1963-03-23,108,3.7,0.4,7
1963-03-24,108,3.7,-0.5,9.8
1963-03-25,108,5.8,-0.6,13.2
1963-03-26,108,6.9,0.7,14.4
1963-03-27,108,8.6,1,16.1
1963-03-28,108,3.5,0.8,10.2
1963-03-29,108,4.1,0.2,9.2
1963-03-30,108,7.2,-0.2,12.9
1963-03-31,108,12.3,5.8,19.2
1963-04-01,108,10.4,5.9,13.5
1963-04-02,108,8.6,2,14.8
1963-04-03,108,6.5,2.8,9.4
1963-04-04,108,12.5,6.9,19.5
1963-04-05,108,14.5,9.6,16.4
1963-04-06,108,6.6,4.4,9.9
1963-04-07,108,7.7,3.3,12.3
1963-04-08,108,4.3,1.8,5.9
1963-04-09,108,4.9,1.5,9.2
1963-04-10,108,7.6,0.6,13.3
1963-04-11,108,10,3.8,16.4
1963-04-12,108,10.9,5.4,16.3
1963-04-13,108,11.8,10.6,13.2
1963-04-14,108,14.8,12.2,17.6
1963-04-15,108,12.6,10.8,15.4
1963-04-16,108,14.4,11.4,18.4
1963-04-17,108,11.9,10.2,14.5
1963-04-18,108,12,9.4,15.5
1963-04-19,108,14.3,7.1,21.4
1963-04-20,108,15.7,9.7,22.8
1963-04-21,108,16.3,10,22.7
1963-04-22,108,12,8.2,17.3
1963-04-23,108,9.7,7.8,12
1963-04-24,108,11.3,8,16.6
1963-04-25,108,10.5,6.7,16.7
1963-04-26,108,12.6,5.8,19.5
1963-04-27,108,13.1,9.9,16.4
1963-04-28,108,13.2,10.5,15.6
1963-04-29,108,15.8,11.8,21.1
1963-04-30,108,14.9,11.6,18.4
1963-05-01,108,13.7,9.4,19.8
1963-05-02,108,13.9,9,20.2
1963-05-03,108,13.9,7.8,20.5
1963-05-04,108,11.7,10.3,12.9
1963-05-05,108,12.2,9,18.3
1963-05-06,108,14.8,10.4,20.9
1963-05-07,108,15.8,8.8,23.6
1963-05-08,108,19.3,14,25.9
1963-05-09,108,22.2,15.2,29.4
1963-05-10,108,21.4,15.3,26.9
1963-05-11,108,20.6,16.1,27.6
1963-05-12,108,20,12.4,25.5
1963-05-13,108,17.8,13.4,20.9
1963-05-14,108,13.7,12.4,15.6
1963-05-15,108,17.5,9.8,24.7
1963-05-16,108,17.8,13.2,22.5
1963-05-17,108,14.6,11.8,18.6
1963-05-18,108,17,11.8,26.3
1963-05-19,108,20.2,13,26.7
1963-05-20,108,18,16,20.8
1963-05-21,108,16.8,13.3,19.2
1963-05-22,108,18.3,13.3,23
1963-05-23,108,20.1,17.7,24.2
1963-05-24,108,16.4,13.5,18.2
1963-05-25,108,16.9,13.4,20.8
