기온분석
2003-05-28,108,25.2,19.2,30.4
2003-05-29,108,23,21.8,24.4
2003-05-30,108,21.7,19.1,25.2
2003-05-31,108,24.1,18.3,30.3
2003-06-01,108,23.5,18.5,28.5
2003-06-02,108,22.6,16.4,28.4
2003-06-03,108,22,16.7,27.5
2003-06-04,108,21.6,17,28.2
2003-06-05,108,22.4,16.1,29.7
2003-06-06,108,18.5,15.9,23.1
2003-06-07,108,20.9,14.4,27.2
2003-06-08,108,24.1,17.8,30.9
2003-06-09,108,25.9,21.4,31.1
2003-06-10,108,23,21.1,25.1
2003-06-11,108,20.9,19.3,23.8
2003-06-12,108,19.3,18.3,21.2
2003-06-13,108,20.3,17.9,22.4
2003-06-14,108,20.2,18.6,22.7
2003-06-15,108,18,17.4,19.3
2003-06-16,108,20.3,16.7,25.5
2003-06-17,108,22.3,18.1,27.1
2003-06-18,108,22.4,17.9,27.3
2003-06-19,108,23.3,19.4,26.8
2003-06-20,108,21.9,18.9,25.5
2003-06-21,108,23.5,19.4,27.9
2003-06-22,108,24.5,19.9,30.4
2003-06-23,108,21.4,18.9,23.9
2003-06-24,108,16.7,15.8,18.9
2003-06-25,108,19.2,15.8,23.6
2003-06-26,108,22.4,18.1,27.5
2003-06-27,108,20,18.2,22.5
2003-06-28,108,22.8,18.1,28.1
2003-06-29,108,19.7,18.5,20.7
2003-06-30,108,22.8,19,28.3
2003-07-01,108,23,20.2,27.8
2003-07-02,108,24.7,19.6,30.7
2003-07-03,108,21.4,18.7,24.3
2003-07-04,108,22.3,18.8,24.9
2003-07-05,108,25.1,19.8,30.5
2003-07-06,108,24.6,21.6,27.3
2003-07-07,108,25.2,21.5,28.9
2003-07-08,108,25.7,22.4,28.7
2003-07-09,108,21.8,20.8,25.2
2003-07-10,108,23.2,21.2,26.4
2003-07-11,108,25.2,19.1,30.8
2003-07-12,108,23.3,21.4,25.4
2003-07-13,108,24.5,20.4,29.9
2003-07-14,108,23.7,19.9,27.8
2003-07-15,108,24.7,20.8,29.6
2003-07-16,108,24.8,21.4,29
2003-07-17,108,24.3,21.8,27.8
2003-07-18,108,19.8,18.3,22.4
2003-07-19,108,20.4,19,21.6
2003-07-20,108,24,18.7,28.9
2003-07-21,108,25.7,23.2,29.3
2003-07-22,108,22.9,21.9,25
2003-07-23,108,22.3,20.4,25.8
2003-07-24,108,24.6,20.5,29.2
2003-07-25,108,26,22,30.4
2003-07-26,108,25.6,22.8,29.1
2003-07-27,108,21,19.3,24.7
2003-07-28,108,22.2,21.2,24.6
2003-07-29,108,24.7,21.2,29.3
2003-07-30,108,26.2,20.4,31.4
2003-07-31,108,26.4,23.5,30.5
2003-08-01,108,25.8,23.6,28.9
2003-08-02,108,25,21.8,29
2003-08-03,108,25.2,24.4,26.7
2003-08-04,108,26.6,23.9,29.5
2003-08-05,108,26,22.9,32.2
2003-08-06,108,23.4,20.6,27.5
2003-08-07,108,22.7,20.7,25.2
2003-08-08,108,25.1,19.7,30.2
2003-08-09,108,26.7,22.3,31.6
2003-08-10,108,24.1,22.2,27.2
2003-08-11,108,23.8,20.9,28.3
2003-08-12,108,24.8,20.4,30
2003-08-13,108,24.7,20.6,30
2003-08-14,108,24.9,19.8,29.7
2003-08-15,108,24.7,19.9,30.2
2003-08-16,108,23.5,21.4,26.5
2003-08-17,108,23,21.1,25.1
2003-08-18,108,21.4,19.9,23
2003-08-19,108,21.8,21.1,22.8
2003-08-20,108,24.6,21.9,27.7
2003-08-21,108,26.5,23.9,29.6
2003-08-22,108,27,25.2,30
2003-08-23,108,24.6,24,25.6
2003-08-24,108,22.7,20.9,24.8
2003-08-25,108,25,21.2,30.2
2003-08-26,108,24.2,21.9,26.9
2003-08-27,108,21.5,20.2,23.3
2003-08-28,108,24,19.9,29.1
2003-08-29,108,22.4,20.8,25.1
2003-08-30,108,20.2,16.6,24
2003-08-31,108,21.2,16.6,26
2003-09-01,108,22,19.2,25.4
2003-09-02,108,18.8,15.6,21.9
2003-09-03,108,20.8,18.7,24
2003-09-04,108,22,17.7,26.1
2003-09-05,108,22.9,21.2,24.7
2003-09-06,108,22.3,18.5,25.7
2003-09-07,108,21.1,20.3,22.6
2003-09-08,108,23.2,19.8,28.7
2003-09-09,108,18.8,17.3,22.6
2003-09-10,108,20.9,17.4,25
2003-09-11,108,21.7,18.8,24.6
2003-09-12,108,21.3,20.1,22.4
2003-09-13,108,22,19.7,25
2003-09-14,108,22.1,18.8,25.8
2003-09-15,108,23.2,20.3,27.7
2003-09-16,108,22.5,18.4,27.2
2003-09-17,108,23.2,19.6,27.2
2003-09-18,108,20.4,18.4,22.7
2003-09-19,108,21.1,18.3,24.9
2003-09-20,108,20.6,17.9,25.3
2003-09-21,108,19.4,14.3,24.3
2003-09-22,108,18.9,13.8,24.7
2003-09-23,108,18.7,13.9,24.1
2003-09-24,108,18.8,14.3,23
2003-09-25,108,20.2,15.3,25.6
2003-09-26,108,20.3,16.2,25.9
2003-09-27,108,20.4,15.1,25.9
2003-09-28,108,20.4,17.9,25.1
2003-09-29,108,19.9,14.5,25.5
2003-09-30,108,19.2,14,23.8
2003-10-01,108,16,13.8,19.4
2003-10-02,108,15.1,12.5,19.5
2003-10-03,108,15.3,10.5,20
2003-10-04,108,15.3,11,20.6
2003-10-05,108,15.1,10.6,19.3
2003-10-06,108,16,11.3,21.2
2003-10-07,108,16.6,11.6,22.5
2003-10-08,108,18,13.1,24.3
2003-10-09,108,18.9,14.5,24.7
2003-10-10,108,19.6,14.8,26
2003-10-11,108,20,14.8,25.3
2003-10-12,108,19.2,17,22.7
2003-10-13,108,15.4,13.6,17.7
2003-10-14,108,13.3,10,16.7
2003-10-15,108,12.1,7.3,16.2
2003-10-16,108,13.7,9.1,18.5
2003-10-17,108,13.5,9,19.1
2003-10-18,108,14,10.3,19.3
2003-10-19,108,12.1,6.4,18.2
2003-10-20,108,12.4,8.3,17.5
2003-10-21,108,11.6,9,15.1
2003-10-22,108,11.7,8,15.8
2003-10-23,108,8.4,4.3,12.6
2003-10-24,108,10.7,4,16
2003-10-25,108,12.2,8.8,16.2
2003-10-26,108,10.7,4.8,16.8
2003-10-27,108,14.3,7.8,20.8
2003-10-28,108,8,5.4,15.8
2003-10-29,108,7.5,2.7,12.8
2003-10-30,108,10.9,4.8,17
2003-10-31,108,13.9,9.1,20.5
2003-11-01,108,14.3,9.3,20.7
2003-11-02,108,16.6,12.6,21.3
2003-11-03,108,12,6.4,17
2003-11-04,108,10.2,3.4,17.2
2003-11-05,108,13.8,8.1,19.8
2003-11-06,108,14.4,9.6,19.7
2003-11-07,108,12.3,11.3,14.1
2003-11-08,108,9.4,8.5,11.3
2003-11-09,108,11,8.6,14.1
2003-11-10,108,11.9,10.5,13.5
2003-11-11,108,9.8,7.9,11.6
2003-11-12,108,8.7,7.4,9.8
2003-11-13,108,8.3,4.5,13
2003-11-14,108,8.8,4.3,12.8
2003-11-15,108,10.7,7.4,15.6
2003-11-16,108,5,2,8.3
2003-11-17,108,5.6,-0.6,12.5
2003-11-18,108,8.7,2.9,15.6
2003-11-19,108,13.1,7.8,17.2
2003-11-20,108,12.1,8.6,14.6
2003-11-21,108,4.6,-1.1,9.1
2003-11-22,108,-0.1,-3.2,3.4
2003-11-23,108,2.8,-2.7,8.1
2003-11-24,108,6.4,3.7,8.3
2003-11-25,108,8.1,5,11.8
2003-11-26,108,9.5,7,12.1
2003-11-27,108,9.7,7.3,13
2003-11-28,108,11.6,8.6,15.3
2003-11-29,108,8.7,7.5,11.1
2003-11-30,108,7.7,4.5,11.8
2003-12-01,108,7.2,4,12
2003-12-02,108,5.8,3.2,8.6
2003-12-03,108,3,-0.8,6.9
2003-12-04,108,2.2,-2.5,6.5
2003-12-05,108,6,2.2,9.1
2003-12-06,108,3.4,-4.4,8.8
2003-12-07,108,-4.8,-7.9,-1.8
2003-12-08,108,-0.8,-4,3.2
2003-12-09,108,-2.7,-4.9,-0.3
2003-12-10,108,-0.4,-5.4,4
2003-12-11,108,2.4,0,5.9
2003-12-12,108,0,-1.3,2.2
2003-12-13,108,0.4,-3.5,4.5
2003-12-14,108,1.7,-2.5,5.9
2003-12-15,108,-0.2,-2.5,2.7
2003-12-16,108,1.2,-4.1,4.5
2003-12-17,108,-0.7,-4.4,3.7
2003-12-18,108,-3.4,-5.1,-1.2
2003-12-19,108,-5.4,-7,-2.2
2003-12-20,108,-4.8,-8.1,-0.8
2003-12-21,108,-1.2,-7.1,3
2003-12-22,108,3.3,-1.2,9.1
2003-12-23,108,4.5,-0.2,9
2003-12-24,108,2.5,0.8,5.6
2003-12-25,108,0.9,-3.2,3.7
2003-12-26,108,-3.8,-5.5,-0.8
2003-12-27,108,-3,-6.5,1.1
2003-12-28,108,2.3,-2.7,6.3
2003-12-29,108,4.2,-0.8,7.5
2003-12-30,108,0.3,-1.8,3
2003-12-31,108,2.7,-0.3,5.8
2004-01-01,108,3.7,1.2,5.9
2004-01-02,108,3.1,1.6,5.5
2004-01-03,108,3.9,1.6,7.1
2004-01-04,108,1.8,-1.7,6.8
2004-01-05,108,2.9,-2.2,8.1
2004-01-06,108,4.5,1.8,6.8
2004-01-07,108,1.7,-1.5,5.1
2004-01-08,108,0.3,-4,5.6
2004-01-09,108,1.8,-0.8,5
2004-01-10,108,-0.3,-3.5,3.2
2004-01-11,108,-0.6,-5.6,4.5
2004-01-12,108,-0.7,-4.5,1.8
2004-01-13,108,-6.7,-8.8,-3.9
2004-01-14,108,-5.1,-9.6,-1.3
2004-01-15,108,-1.3,-5,3.2
2004-01-16,108,1.4,-3.5,5.5
2004-01-17,108,1.2,0.6,3.2
2004-01-18,108,0.3,-1.6,1.5
2004-01-19,108,-1,-3.2,1.7
2004-01-20,108,-4.4,-9.5,0
2004-01-21,108,-14.3,-16,-9.5
2004-01-22,108,-13,-16.7,-9.1
2004-01-23,108,-8.7,-13.1,-4.9
2004-01-24,108,-7.3,-10.1,-3.7
2004-01-25,108,-7,-9.3,-3.7
2004-01-26,108,-5.9,-10.1,-2.2
2004-01-27,108,-4.1,-8.1,0.3
2004-01-28,108,-0.4,-5.3,4.9
2004-01-29,108,2.3,-0.2,5.8
2004-01-30,108,1.7,-1.1,6
2004-01-31,108,1.9,-2.5,7.4
2004-02-01,108,3.1,-0.6,9.1
2004-02-02,108,-1.7,-5.9,2.5
2004-02-03,108,-4.2,-7.1,-0.5
2004-02-04,108,-1.4,-5.8,2.5
2004-02-05,108,-4.9,-7.3,-0.8
2004-02-06,108,-4,-7.8,-0.6
2004-02-07,108,-3.6,-7.6,-0.4
2004-02-08,108,-0.2,-3.7,5.5
2004-02-09,108,-2.2,-6.5,3
2004-02-10,108,-0.3,-5.5,4.5
2004-02-11,108,2.3,-0.1,5.9
2004-02-12,108,1.9,-1.3,6.5
2004-02-13,108,3.8,-1,7
2004-02-14,108,3.5,0.8,6.8
2004-02-15,108,3.5,-0.6,8.6
2004-02-16,108,4.2,-0.4,9.6
2004-02-17,108,4.4,2.2,7.9
2004-02-18,108,5.3,-0.5,11.3
2004-02-19,108,8.2,1.5,15.6
2004-02-20,108,11.5,3.2,18.7
2004-02-21,108,10.7,7.9,14.6
2004-02-22,108,3.7,1.2,13.3
2004-02-23,108,1.5,-1.3,6
2004-02-24,108,4,0.4,6.3
2004-02-25,108,6,2.4,10.6
2004-02-26,108,1.5,-0.8,4.8
2004-02-27,108,1.9,-1.8,6.1
2004-02-28,108,5.5,0.3,10.5
2004-02-29,108,2.9,0.3,6.5
2004-03-01,108,1.7,-1.1,6
2004-03-02,108,-2,-4.5,1.5
2004-03-03,108,-1.7,-4.3,2.2
2004-03-04,108,-1.5,-5.5,2.5
2004-03-05,108,-0.1,-1.7,3.5
2004-03-06,108,-3.4,-5,-0.8
2004-03-07,108,-1.4,-5.6,2.2
2004-03-08,108,3.1,-2.2,6.9
2004-03-09,108,7.8,1.2,13.5
2004-03-10,108,10.4,7.5,14
2004-03-11,108,5.7,3.2,9.1
2004-03-12,108,6.9,2.9,11.6
2004-03-13,108,7.8,4,12.6
2004-03-14,108,6.7,4,12
2004-03-15,108,9.4,2.2,15.8
2004-03-16,108,14.5,8.8,18.7
2004-03-17,108,4.9,-1,16.3
2004-03-18,108,2.1,-1.8,7
2004-03-19,108,4.2,-0.5,9.6
2004-03-20,108,7,2.2,12.3
2004-03-21,108,10,4,15.5
2004-03-22,108,10.8,7.5,16
2004-03-23,108,9,4.5,14
2004-03-24,108,8.9,6.3,13.1
2004-03-25,108,9.1,5.5,14.3
2004-03-26,108,10.6,4.5,16.2
2004-03-27,108,10.8,6,16.2
2004-03-28,108,11.7,4.4,18.2
2004-03-29,108,14.1,11.1,18
2004-03-30,108,9.7,5.9,13.6
2004-03-31,108,7.9,3.9,12.3
2004-04-01,108,9.1,4.1,16.7
2004-04-02,108,5.6,4.5,7.5
2004-04-03,108,6.4,2.7,9.6
2004-04-04,108,7.6,2.7,13
2004-04-05,108,9.1,4.5,14.6
2004-04-06,108,7.9,5.5,10.8
2004-04-07,108,10.3,7.4,15.1
2004-04-08,108,10.5,4.8,15.8
2004-04-09,108,13,7.4,19.7
2004-04-10,108,15.1,8.5,21.3
2004-04-11,108,16.1,12.1,22.2
2004-04-12,108,16.6,11.5,21.7
2004-04-13,108,17.1,13,22.7
2004-04-14,108,16.8,12,23.3
2004-04-15,108,15.5,10.3,21.7
2004-04-16,108,15.6,11.6,20.2
2004-04-17,108,17.5,11.3,23
2004-04-18,108,19.7,11.8,27.3
2004-04-19,108,14.2,12.1,16.1
2004-04-20,108,15.6,10.6,21.3
2004-04-21,108,18.9,10.1,25.2
2004-04-22,108,16,13.1,19.1
2004-04-23,108,12.8,9.3,16.8
2004-04-24,108,11.8,7.9,17.2
2004-04-25,108,13,8.3,17.6
2004-04-26,108,10.3,7.6,14.3
2004-04-27,108,8.2,5.9,11.8
2004-04-28,108,11.9,5.1,18.1
2004-04-29,108,14.8,7.5,21.7
2004-04-30,108,17.3,13.1,22.6
2004-05-01,108,19.6,13.1,25.7
2004-05-02,108,17.4,15.5,20.2
2004-05-03,108,14.8,11.1,17.1
2004-05-04,108,14.2,9.3,20.3
2004-05-05,108,15.5,8.8,21.8
2004-05-06,108,16.9,13.8,21.8
2004-05-07,108,17.7,9.6,24.6
2004-05-08,108,18.1,13.6,21.5
2004-05-09,108,14.8,13.6,17.8
2004-05-10,108,14.9,13.6,16.2
2004-05-11,108,17.3,12,22.6
2004-05-12,108,16.9,15.3,18.7
2004-05-13,108,15.8,13.6,19.2
2004-05-14,108,18.7,11.6,26
2004-05-15,108,15.9,13.6,18.7
2004-05-16,108,16.3,13,21.5
2004-05-17,108,14.5,12.8,17.7
2004-05-18,108,16.8,13.3,21.7
2004-05-19,108,19.3,16,24.2
2004-05-20,108,17.5,15.1,22.3
2004-05-21,108,16.7,13.6,21.8
2004-05-22,108,17.8,12.3,23.2
2004-05-23,108,17.4,12.8,22
2004-05-24,108,18.7,13.5,25
2004-05-25,108,19.8,13.8,26
2004-05-26,108,19.9,16.1,24.3
2004-05-27,108,21.8,17.7,27.6
2004-05-28,108,18.8,16.7,21.1
2004-05-29,108,20.1,16.7,24.7
2004-05-30,108,21.5,17.8,26.7
2004-05-31,108,20.6,16,25.7
2004-06-01,108,21.2,14.6,28.2
2004-06-02,108,23.3,15.8,30.6
2004-06-03,108,26,18.7,32.5
2004-06-04,108,26.3,20.2,32.4
2004-06-05,108,25.8,21.7,31.2
2004-06-06,108,23.4,22.1,25.1
2004-06-07,108,21.5,20,24.7
2004-06-08,108,20,18,22.3
2004-06-09,108,20.6,16,25.2
2004-06-10,108,23.3,17.3,29
2004-06-11,108,25.3,20.8,30.1
2004-06-12,108,25,19.7,30.7
2004-06-13,108,23.4,18.7,28.6
2004-06-14,108,23.6,18.2,29
2004-06-15,108,25.5,18.8,31.5
2004-06-16,108,25.5,20.1,31
2004-06-17,108,19.2,18.1,24.5
2004-06-18,108,20.5,17.2,23.8
2004-06-19,108,20.7,19.6,22.7
2004-06-20,108,21.8,19.2,23.5
2004-06-21,108,22.5,19,26.7
2004-06-22,108,21,18.1,25
2004-06-23,108,22,19.3,27
2004-06-24,108,25.2,20.8,30.2
2004-06-25,108,25.2,21.3,29.6
2004-06-26,108,24.3,22.5,28.5
2004-06-27,108,24.5,21.8,28.7
2004-06-28,108,22.6,21,25.8
2004-06-29,108,22.1,20.5,24.7
2004-06-30,108,24.7,21.2,29.1
2004-07-01,108,24,22,26.7
2004-07-02,108,23.1,21.3,24.2
2004-07-03,108,24.4,22,26.8
2004-07-04,108,21.1,19.7,22.7
2004-07-05,108,22.8,19.5,26.2
2004-07-06,108,23.3,20.8,26.3
2004-07-07,108,21.5,20.7,22.2
2004-07-08,108,21.2,19.7,23.3
2004-07-09,108,22.7,19.7,27.3
2004-07-10,108,24.1,19.8,28.8
2004-07-11,108,23.4,21.1,27.7
2004-07-12,108,22.4,20.8,23.2
2004-07-13,108,21,19.7,22.8
2004-07-14,108,23.5,20.3,27.6
2004-07-15,108,22.8,22.2,23.7
2004-07-16,108,23,22.2,24.6
2004-07-17,108,22.3,21.6,23.2
2004-07-18,108,25.2,22.1,28.2
2004-07-19,108,26.4,25.2,28.3
2004-07-20,108,25.7,24.8,26.8
2004-07-21,108,26.8,24.1,31.8
2004-07-22,108,27.4,24.1,32
2004-07-23,108,28.3,24,33.2
2004-07-24,108,27.6,23.7,30.8
2004-07-25,108,25.4,22.6,28
2004-07-26,108,26.5,23.8,29.2
2004-07-27,108,27.6,24.7,30.2
2004-07-28,108,28.7,26,32.7
2004-07-29,108,28.9,24.1,33.2
2004-07-30,108,29.2,25.2,33.4
2004-07-31,108,29.9,24.7,34.5
2004-08-01,108,29.4,25.3,34.2
2004-08-02,108,28.3,23.7,33.2
2004-08-03,108,28.8,25.7,32.7
2004-08-04,108,28.5,23.2,32.9
2004-08-05,108,27.6,23.8,32.7
2004-08-06,108,28.3,24.7,32.9
2004-08-07,108,28.5,26.2,32.4
2004-08-08,108,27.8,26.1,32
2004-08-09,108,28.6,25,33
2004-08-10,108,30.2,25.2,36.2
2004-08-11,108,30.4,25.6,35.7
2004-08-12,108,29.6,25.6,34.7
2004-08-13,108,28.7,26,32.7
2004-08-14,108,26.3,24,29.2
2004-08-15,108,26.7,22.8,31
2004-08-16,108,25,21.5,29.1
2004-08-17,108,23.1,21.1,26.2
2004-08-18,108,23.2,22,25
2004-08-19,108,21.8,19.1,25.3
2004-08-20,108,23.5,20.5,26.8
2004-08-21,108,23.3,21,25.5
2004-08-22,108,22.8,21.3,25.2
2004-08-23,108,22.8,20.5,26
2004-08-24,108,23.9,18.7,29.2
2004-08-25,108,24.2,20.7,27.5
2004-08-26,108,23.7,21.2,28.5
2004-08-27,108,24.6,21.1,28.3
2004-08-28,108,23.9,22.1,26.6
2004-08-29,108,25.5,21.6,30.1
2004-08-30,108,26,22.7,31.5
2004-08-31,108,24.6,20,29.3
2004-09-01,108,24.7,22.2,29.3
2004-09-02,108,24.1,21.1,29.2
2004-09-03,108,23.7,19,28
2004-09-04,108,24.9,20.7,30
2004-09-05,108,25.5,20.7,31.3
2004-09-06,108,24.5,19,29.7
2004-09-07,108,19.7,18.2,24.2
2004-09-08,108,22.1,18,27.2
2004-09-09,108,23.2,18.7,28.8
2004-09-10,108,22.1,17.6,26.7
2004-09-11,108,17.4,16,20.6
2004-09-12,108,20.5,16.6,23.5
2004-09-13,108,21.4,19.3,24.3
2004-09-14,108,23,17.5,28.7
2004-09-15,108,24.5,19.6,28.2
2004-09-16,108,23,20.7,27.2
2004-09-17,108,23.6,18.7,28.7
2004-09-18,108,21.8,18.3,23.7
2004-09-19,108,20.7,14.8,26.2
2004-09-20,108,16.5,14.6,20.5
2004-09-21,108,16.8,15,20.2
2004-09-22,108,18.8,12.8,24.5
2004-09-23,108,20.5,16.7,25.2
2004-09-24,108,21.2,16,26.7
2004-09-25,108,21.6,17.1,26.3
2004-09-26,108,20.4,18.1,23.6
2004-09-27,108,21.3,16.5,26.8
2004-09-28,108,21.2,17.1,25.2
2004-09-29,108,21.9,17.7,27.1
2004-09-30,108,21.7,16.1,27
2004-10-01,108,16.6,10.8,21.5
2004-10-02,108,12.6,8.8,17.7
2004-10-03,108,13.4,7.4,19.7
2004-10-04,108,15.1,10,21.1
2004-10-05,108,16.8,9.8,23.7
2004-10-06,108,17.7,12,24.5
2004-10-07,108,18.6,13.6,23.7
2004-10-08,108,19.5,14.1,25.6
2004-10-09,108,20,15.1,25.1
2004-10-10,108,20.2,15.3,25.3
2004-10-11,108,18.9,13.8,23.8
2004-10-12,108,14.9,11,19
2004-10-13,108,12.7,8,18.3
2004-10-14,108,10.7,5.8,15.8
2004-10-15,108,13.9,7.1,19.8
2004-10-16,108,15.9,10.6,23.2
2004-10-17,108,16.2,11.8,21
2004-10-18,108,16.5,13.3,21.6
2004-10-19,108,17,11.1,23
2004-10-20,108,16.9,12.6,23.2
2004-10-21,108,15.3,10.3,20.7
2004-10-22,108,12.5,8.3,17
2004-10-23,108,12.1,7.6,17.7
2004-10-24,108,14,9.8,18.6
2004-10-25,108,15.7,11.8,20.2
2004-10-26,108,11.4,8.1,15.1
2004-10-27,108,11.1,5.3,17.1
2004-10-28,108,11.8,6.8,17.6
2004-10-29,108,13,8,17.8
2004-10-30,108,15.3,9.8,22.1
2004-10-31,108,16,10,23.2
2004-11-01,108,14.8,11.8,20.5
2004-11-02,108,9.9,8.1,12.3
2004-11-03,108,10.5,6.9,14.6
2004-11-04,108,11.7,8.3,16.3
2004-11-05,108,11.4,7.6,15.8
2004-11-06,108,8.1,4.3,12.6
2004-11-07,108,10.5,3.4,17.6
2004-11-08,108,12.9,7.9,17.3
2004-11-09,108,16.4,12,21.5
2004-11-10,108,15.2,13.6,16.3
2004-11-11,108,13.6,9.6,15.6
2004-11-12,108,5.1,1.7,9.6
2004-11-13,108,4.1,0.2,7.9
2004-11-14,108,7.8,3.4,12.1
2004-11-15,108,5,2.5,9.5
2004-11-16,108,6.7,1.2,12.1
2004-11-17,108,9.9,4.9,15.1
2004-11-18,108,10.7,7.8,15.1
2004-11-19,108,9.6,6.5,13.6
2004-11-20,108,7.4,4.3,11.5
2004-11-21,108,6.4,2.5,11.3
2004-11-22,108,7.1,2.7,12.1
2004-11-23,108,8.2,3.5,12.8
2004-11-24,108,9.8,5.9,14.3
2004-11-25,108,10.5,5.8,15.1
2004-11-26,108,5.3,1.7,11.8
2004-11-27,108,7.3,3.7,10.1
2004-11-28,108,7.6,5,10.6
2004-11-29,108,5,0.8,9.1
2004-11-30,108,4.8,1.2,8.3
2004-12-01,108,5.2,1.6,9
2004-12-02,108,8.5,3,14.3
2004-12-03,108,10.6,6.5,16.2
2004-12-04,108,9,6,10.5
2004-12-05,108,1.8,-0.2,6
2004-12-06,108,3.3,-2.2,7.1
2004-12-07,108,3.9,1.6,7
2004-12-08,108,5.8,1.5,9.8
2004-12-09,108,8.8,5.4,12.6
2004-12-10,108,7.5,3,10.3
2004-12-11,108,4.2,-0.4,9.1
2004-12-12,108,5.2,1.3,9.8
2004-12-13,108,2.4,-0.6,6.6
2004-12-14,108,4.6,0.4,9.3
2004-12-15,108,5.7,4.5,7.5
2004-12-16,108,4,1.7,7.3
2004-12-17,108,3.8,0.8,7.5
2004-12-18,108,3.7,1.1,6.5
2004-12-19,108,5,0.4,9.8
2004-12-20,108,-3.6,-5.8,4.3
2004-12-21,108,-3.2,-7.3,1.2
2004-12-22,108,-3.4,-6,-0.2
2004-12-23,108,-3.7,-8.1,1
2004-12-24,108,-0.8,-4,3.4
2004-12-25,108,-1.8,-4.3,1.2
2004-12-26,108,-3.2,-6.1,0.4
2004-12-27,108,-4,-7.1,-0.4
2004-12-28,108,-4.9,-7.3,-2.5
2004-12-29,108,-5.7,-8.3,-2.2
2004-12-30,108,-4.6,-8.3,-0.8
2004-12-31,108,-4.7,-7,-1.2
2005-01-01,108,-4.9,-8.8,-1
2005-01-02,108,0.4,-5,4.5
2005-01-03,108,2.9,-2,4.9
2005-01-04,108,-4.9,-7.4,-1.2
2005-01-05,108,-3.8,-8.8,0.6
2005-01-06,108,0.1,-3.5,2.4
2005-01-07,108,-2.9,-6,2.2
2005-01-08,108,-5,-8,0.8
2005-01-09,108,-8,-10.3,-4
2005-01-10,108,-5.7,-10.8,-1.5
2005-01-11,108,-6.3,-8.5,-2.7
2005-01-12,108,-6.1,-9.5,-2
2005-01-13,108,-4.8,-8.3,-1.2
2005-01-14,108,-3.1,-7.3,0.6
2005-01-15,108,-2.6,-6.5,1.6
2005-01-16,108,-0.8,-4.6,5.1
2005-01-17,108,0.4,-4,4.8
2005-01-18,108,0.3,-3.4,3
2005-01-19,108,-3.8,-6,-0.2
2005-01-20,108,-5.9,-7.8,-2.7
2005-01-21,108,-5.4,-9.5,-0.6
2005-01-22,108,-2.2,-7.3,2.5
2005-01-23,108,1.8,-2.7,7
2005-01-24,108,1.3,-1,5
2005-01-25,108,1.1,-2.2,4.4
2005-01-26,108,1.6,-1.2,6.1
2005-01-27,108,1.3,-2,5.6
2005-01-28,108,2.1,-2.5,7.3
2005-01-29,108,-0.8,-6.1,2.7
2005-01-30,108,-7,-9.3,-3.7
2005-01-31,108,-7.3,-11,-2.5
2005-02-01,108,-10.2,-13.1,-6.8
2005-02-02,108,-6.9,-10.6,-2.5
2005-02-03,108,-4.6,-8.6,0
2005-02-04,108,-1.5,-5,2.4
2005-02-05,108,-1.6,-4.9,2
2005-02-06,108,-0.1,-5,5.5
2005-02-07,108,3.5,-0.8,5.5
2005-02-08,108,1.7,-0.6,5.8
2005-02-09,108,-1.4,-4.5,0.8
2005-02-10,108,-6,-8.8,-2
2005-02-11,108,-6,-9.3,-1.6
2005-02-12,108,-4.1,-7.5,0.1
2005-02-13,108,-1.6,-6.6,3.5
2005-02-14,108,1.8,-2.5,5.5
2005-02-15,108,4.6,0.8,10
2005-02-16,108,2.7,0.8,5
2005-02-17,108,4.7,0,10.5
2005-02-18,108,4,3,6
2005-02-19,108,-2.4,-7.9,3.2
2005-02-20,108,-7.1,-9.5,-3.4
2005-02-21,108,-5.8,-10.3,-1.7
2005-02-22,108,-1,-4.6,4.5
