기온분석
2015-07-30,108,28.6,25.5,33.1
2015-07-31,108,27.9,26.2,32.4
2015-08-01,108,28.2,26,31.6
2015-08-02,108,26.5,24.1,29.2
2015-08-03,108,27.9,25.6,31.5
2015-08-04,108,27.5,25.4,30.8
2015-08-05,108,28.6,25.9,32.7
2015-08-06,108,29.3,24.5,34.4
2015-08-07,108,28.9,26,34.4
2015-08-08,108,26.6,24.3,33
2015-08-09,108,26.7,23.3,31
2015-08-10,108,27,23.9,32
2015-08-11,108,26.8,24.5,30.6
2015-08-12,108,27.3,22.1,32.9
2015-08-13,108,26.5,23.9,31.1
2015-08-14,108,26.9,22.7,32.5
2015-08-15,108,27.1,23.1,30.8
2015-08-16,108,25.8,20.7,31.2
2015-08-17,108,26.6,19.8,32.9
2015-08-18,108,27.9,24.1,32.2
2015-08-19,108,26.8,24.2,29.7
2015-08-20,108,25.4,24.2,28.1
2015-08-21,108,25.2,23,29.3
2015-08-22,108,25.5,23.4,29.6
2015-08-23,108,26.3,20.9,31.7
2015-08-24,108,26.3,23.3,30.3
2015-08-25,108,21.7,19.2,24.5
2015-08-26,108,21.9,18.9,25.3
2015-08-27,108,24.7,21.2,30
2015-08-28,108,23.2,19,28.1
2015-08-29,108,24.4,19,30.8
2015-08-30,108,24.9,19.9,31
2015-08-31,108,25.9,21,31.2
2015-09-01,108,25.9,22.6,30.7
2015-09-02,108,23.9,22,27.7
2015-09-03,108,23.9,19.8,28.2
2015-09-04,108,24.8,20.6,30.7
2015-09-05,108,21.9,19.4,23.6
2015-09-06,108,22.2,19.3,26.2
2015-09-07,108,22.6,16.8,28.7
2015-09-08,108,22.7,16.2,28.9
2015-09-09,108,22.4,15.3,30.1
2015-09-10,108,22.4,17,28.4
2015-09-11,108,21,16.8,24.4
2015-09-12,108,19.2,15.5,24
2015-09-13,108,20.2,15.2,26
2015-09-14,108,22.1,16.4,27.8
2015-09-15,108,22.8,17.4,28.7
2015-09-16,108,21.6,16,26.7
2015-09-17,108,21.4,15.5,27.6
2015-09-18,108,21.9,15.9,29.2
2015-09-19,108,22.3,17,29
2015-09-20,108,22.1,17.9,28.3
2015-09-21,108,22.6,16.5,29.4
2015-09-22,108,23.9,18,31
2015-09-23,108,22,19,26.1
2015-09-24,108,23.4,17.5,30.6
2015-09-25,108,23.4,19,29.8
2015-09-26,108,22.4,17.9,28
2015-09-27,108,21.9,14.2,29.8
2015-09-28,108,21.4,15.5,28.3
2015-09-29,108,22.1,15.9,28.2
2015-09-30,108,21.3,19.4,26.2
2015-10-01,108,16.3,10.7,19.7
2015-10-02,108,16.5,8.6,21.5
2015-10-03,108,19.2,13.3,24.5
2015-10-04,108,16.6,11.2,22.4
2015-10-05,108,18,11,25.6
2015-10-06,108,18.7,12.1,26.3
2015-10-07,108,19.6,14.1,25.7
2015-10-08,108,20.1,15.7,26.4
2015-10-09,108,16.2,12.8,20.5
2015-10-10,108,12.8,10.4,17.2
2015-10-11,108,10.8,8.1,14.4
2015-10-12,108,12.3,8.2,17.9
2015-10-13,108,15,7.8,21.3
2015-10-14,108,17.1,10.9,24.5
2015-10-15,108,17.9,12.1,26.1
2015-10-16,108,17.5,13.2,24.2
2015-10-17,108,18.7,12.4,26.6
2015-10-18,108,17.9,12.4,24.2
2015-10-19,108,18.1,13.6,23.9
2015-10-20,108,18.8,15.4,25.1
2015-10-21,108,17.9,13.9,22.7
2015-10-22,108,17.5,14.5,23.1
2015-10-23,108,17.5,15.2,21.4
2015-10-24,108,16.9,13.2,22
2015-10-25,108,16.3,12.1,22.8
2015-10-26,108,15,12,18.7
2015-10-27,108,12.1,7.7,15.9
2015-10-28,108,9.9,5.6,15.8
2015-10-29,108,8.4,3.2,14.7
2015-10-30,108,5.4,1.7,10.4
2015-10-31,108,5.7,1.1,12.3
2015-11-01,108,7,1.3,12.6
2015-11-02,108,10.8,6.1,15.2
2015-11-03,108,11.8,6.6,18.7
2015-11-04,108,12.2,5.8,19.8
2015-11-05,108,13.2,8.6,19.2
2015-11-06,108,13.5,9.6,19.2
2015-11-07,108,10.5,9.3,11.7
2015-11-08,108,11.1,10.3,11.8
2015-11-09,108,10.8,9.8,12.1
2015-11-10,108,10,7.7,13.5
2015-11-11,108,11.6,6.6,17.7
2015-11-12,108,14.5,10.2,21
2015-11-13,108,11.5,10.5,13.1
2015-11-14,108,12.8,11,14.2
2015-11-15,108,13.4,10.6,17.2
2015-11-16,108,12.2,10.7,14
2015-11-17,108,13.9,11,19.3
2015-11-18,108,10.4,8.4,12.6
2015-11-19,108,8.9,6.7,10.8
2015-11-20,108,9.8,7.1,14.4
2015-11-21,108,9.2,5,15.4
2015-11-22,108,10.2,5.9,15.7
2015-11-23,108,8.5,6.5,11
2015-11-24,108,5.6,2.7,8.8
2015-11-25,108,2.4,0.9,5.3
2015-11-26,108,-2.7,-4.8,0.9
2015-11-27,108,-2.8,-7.3,2
2015-11-28,108,0.1,-2.7,2.6
2015-11-29,108,2.5,1,3.9
2015-11-30,108,4.1,0.9,8.5
2015-12-01,108,4,-1.3,10.4
2015-12-02,108,6,2.9,8.5
2015-12-03,108,-0.7,-3.2,3.3
2015-12-04,108,-0.4,-4.4,3.1
2015-12-05,108,3.4,0.6,7.2
2015-12-06,108,1.3,-2,7.8
2015-12-07,108,1.9,-3.4,6.7
2015-12-08,108,2.9,-1.4,9.6
2015-12-09,108,5,-0.8,10.9
2015-12-10,108,7.8,5.8,9.2
2015-12-11,108,6.4,3.3,12.2
2015-12-12,108,5.2,1.1,11
2015-12-13,108,5.2,0.9,12.2
2015-12-14,108,5,2.6,6.4
2015-12-15,108,4.7,2,8.2
2015-12-16,108,-1,-5,2.8
2015-12-17,108,-4.6,-7.4,-0.4
2015-12-18,108,-3.3,-7,-1
2015-12-19,108,-0.1,-4.6,6.8
2015-12-20,108,1.5,-3.4,6
2015-12-21,108,2.2,-0.2,5
2015-12-22,108,3.1,-1.5,7.7
2015-12-23,108,5.9,2.9,10.6
2015-12-24,108,1.5,-1.6,5.3
2015-12-25,108,-0.8,-4.9,3.7
2015-12-26,108,0.9,-3.2,4.7
2015-12-27,108,-5.7,-8.9,-1
2015-12-28,108,-5.7,-9.5,-1
2015-12-29,108,-3.2,-8.7,2.9
2015-12-30,108,0.3,-3.5,4.3
2015-12-31,108,0.7,-1.9,2.8
2016-01-01,108,1.2,-3.3,4
2016-01-02,108,5.7,1,9.5
2016-01-03,108,6.5,5.1,9.4
2016-01-04,108,2,-2.5,5.3
2016-01-05,108,-2.7,-4.8,1.5
2016-01-06,108,-1.7,-4.9,1.7
2016-01-07,108,-3.4,-5.9,1.4
2016-01-08,108,-3.3,-6.9,1
2016-01-09,108,-2.1,-6.2,2.4
2016-01-10,108,0.3,-2.7,3.8
2016-01-11,108,-3.8,-6.5,0.9
2016-01-12,108,-5.2,-9.1,0.7
2016-01-13,108,-4.5,-8.2,0.1
2016-01-14,108,-3.4,-8.4,1.3
2016-01-15,108,-0.4,-4.3,5.3
2016-01-16,108,-0.2,-2.1,2.8
2016-01-17,108,1.7,-0.7,5.4
2016-01-18,108,-6.3,-12.3,0.4
2016-01-19,108,-12.8,-15.1,-8.9
2016-01-20,108,-10.5,-14.5,-5.2
2016-01-21,108,-7.1,-10.2,-2.3
2016-01-22,108,-7.6,-11.1,-3.8
2016-01-23,108,-11.5,-16,-8.3
2016-01-24,108,-14.4,-18,-10.5
2016-01-25,108,-9.4,-14.3,-3.4
2016-01-26,108,-3.3,-8.5,1.7
2016-01-27,108,-1.1,-4.7,4.3
2016-01-28,108,-0.5,-5.6,3.5
2016-01-29,108,1.9,-1.4,5.4
2016-01-30,108,0.6,-2.5,5.2
2016-01-31,108,-3.9,-6.5,0.3
2016-02-01,108,-6,-9.1,-1
2016-02-02,108,-5.3,-10,0.9
2016-02-03,108,-2.4,-8.3,4
2016-02-04,108,-0.7,-4,3.9
2016-02-05,108,-2.2,-6.8,3.4
2016-02-06,108,-3.1,-6.2,2
2016-02-07,108,-2.9,-8.3,3.5
2016-02-08,108,1.3,-4.3,5.5
2016-02-09,108,0.3,-3.9,5.5
2016-02-10,108,2.7,-4.3,10.7
2016-02-11,108,8.1,1.6,13.5
2016-02-12,108,8.4,6.8,10
2016-02-13,108,11,5.8,14.4
2016-02-14,108,-2.6,-6.8,5.8
2016-02-15,108,-5.8,-10,-2.3
2016-02-16,108,-2.7,-6.7,1.1
2016-02-17,108,0,-5.2,5.4
2016-02-18,108,3.5,-1.4,7.8
2016-02-19,108,2.3,0.1,4.4
2016-02-20,108,1.3,-2.5,6.3
2016-02-21,108,-0.6,-4.2,4.4
2016-02-22,108,1.1,-2.2,4.2
2016-02-23,108,0.7,-4.5,4.5
2016-02-24,108,-3,-6.8,2.2
2016-02-25,108,-0.2,-5.8,5.7
2016-02-26,108,2.2,-3.2,7.5
2016-02-27,108,3.3,0.5,8.1
2016-02-28,108,0.7,-2.6,6.9
2016-02-29,108,-3.8,-5.9,-1.1
2016-03-01,108,-2.7,-7.5,2.1
2016-03-02,108,3.1,-2.2,8.1
2016-03-03,108,8.1,4.4,13.9
2016-03-04,108,13.2,6.4,20.3
2016-03-05,108,11.3,9.1,13.5
2016-03-06,108,7.9,4.3,12.9
2016-03-07,108,8.1,4.8,12.2
2016-03-08,108,2.7,-1.4,7
2016-03-09,108,0.3,-2.7,5.3
2016-03-10,108,-1.1,-4.3,3.1
2016-03-11,108,-0.5,-5.5,4.6
2016-03-12,108,2,-3.3,6.4
2016-03-13,108,3.7,1.9,6.5
2016-03-14,108,4.7,1.3,9.6
2016-03-15,108,5.2,-1,12.4
2016-03-16,108,7.5,2.7,13.8
2016-03-17,108,9.3,2,14.7
2016-03-18,108,13.4,8.8,20.1
2016-03-19,108,11.4,6.6,18.1
2016-03-20,108,10.6,4.9,17.5
2016-03-21,108,9.9,5.5,16.1
2016-03-22,108,8,3.5,13.8
2016-03-23,108,8.2,3.8,13.8
2016-03-24,108,7.2,1.6,12.7
2016-03-25,108,7.1,2.1,12.6
2016-03-26,108,6.5,2.1,12.6
2016-03-27,108,7.2,2.2,13.1
2016-03-28,108,9.8,2.3,17.4
2016-03-29,108,11.3,7.6,17.1
2016-03-30,108,11.5,7,18.3
2016-03-31,108,13.5,6,21.4
2016-04-01,108,15.3,7.3,23.8
2016-04-02,108,15,9.6,21.7
2016-04-03,108,10.7,8.2,12.7
2016-04-04,108,12.3,5.1,19.8
2016-04-05,108,11.4,5.9,18.1
2016-04-06,108,14.4,6.6,22.9
2016-04-07,108,14.1,10.5,20.6
2016-04-08,108,11.1,7.8,18.7
2016-04-09,108,10.7,7.4,14.1
2016-04-10,108,13.4,9.3,20.7
2016-04-11,108,12.5,5.7,19.4
2016-04-12,108,14.1,10.3,19.4
2016-04-13,108,15.6,11.4,21.4
2016-04-14,108,12.4,9.3,18.6
2016-04-15,108,15,8.1,23.1
2016-04-16,108,14.9,9.8,20.7
2016-04-17,108,10.8,8.3,14.5
2016-04-18,108,11.2,7.1,18.6
2016-04-19,108,12,6.5,19.2
2016-04-20,108,14.3,10.1,20.9
2016-04-21,108,13.5,10.3,16.9
2016-04-22,108,13.5,10.1,18.6
2016-04-23,108,13.5,7.8,19.8
2016-04-24,108,15.5,8.1,23.7
2016-04-25,108,17.2,10.2,25.3
2016-04-26,108,21.1,12.1,29.6
2016-04-27,108,17.2,14.5,20.7
2016-04-28,108,17.2,12.4,23
2016-04-29,108,16.2,10.9,22.6
2016-04-30,108,15.9,10.8,20.4
2016-05-01,108,18.8,12.2,26
2016-05-02,108,21.1,16.5,28.4
2016-05-03,108,12.9,8.9,17.6
2016-05-04,108,15.7,10.2,20.6
2016-05-05,108,18.9,10.2,26.9
2016-05-06,108,16.3,13,18.6
2016-05-07,108,16.5,10.7,22.6
2016-05-08,108,19.4,11.6,26.8
2016-05-09,108,20.2,16.3,25.4
2016-05-10,108,14.5,12.5,18.1
2016-05-11,108,16.4,10.4,23.5
2016-05-12,108,17.8,12.1,24
2016-05-13,108,18.6,12.7,25.4
2016-05-14,108,20.2,15.1,26.9
2016-05-15,108,17.4,12.3,24.2
2016-05-16,108,15.9,10.8,21.9
2016-05-17,108,19.3,10.9,26.6
2016-05-18,108,22.3,13.5,29.5
2016-05-19,108,24.3,16.3,31.9
2016-05-20,108,24,16.8,31.6
2016-05-21,108,24.1,17.8,30.4
2016-05-22,108,24.7,17.6,31.7
2016-05-23,108,23.3,18.3,29.4
2016-05-24,108,16.8,15.4,21.8
2016-05-25,108,19.7,15.3,24.4
2016-05-26,108,19.4,17.5,22.9
2016-05-27,108,20.9,14.8,27.1
2016-05-28,108,21.7,17.2,28
2016-05-29,108,21.5,17.2,27.6
2016-05-30,108,22.1,16.9,28.9
2016-05-31,108,21.6,17.4,27.6
2016-06-01,108,23.3,17.1,29.9
2016-06-02,108,23.2,17.2,29.1
2016-06-03,108,22.2,17.6,27.7
2016-06-04,108,21.2,18.2,26.3
2016-06-05,108,24.7,17.3,32.2
2016-06-06,108,23.3,20.8,28.4
2016-06-07,108,21.7,19.6,25.9
2016-06-08,108,22.1,18.2,27.7
2016-06-09,108,24.1,17.8,31.3
2016-06-10,108,24.6,20.2,31.3
2016-06-11,108,23.5,20.9,26.5
2016-06-12,108,23.5,19.9,26.7
2016-06-13,108,23.5,19.4,29.6
2016-06-14,108,23.8,19.7,29.5
2016-06-15,108,20.9,17.4,24.5
2016-06-16,108,20.9,18.6,24.9
2016-06-17,108,23.8,18.6,29.1
2016-06-18,108,24.5,20.1,29.9
2016-06-19,108,24.1,20.3,29.3
2016-06-20,108,24.7,19.6,30.7
2016-06-21,108,26,21,31.3
2016-06-22,108,24.3,20.9,30.2
2016-06-23,108,24.7,19.6,29.4
2016-06-24,108,23.1,21.1,25.7
2016-06-25,108,22.8,19.2,26.7
2016-06-26,108,24.4,19.4,30.3
2016-06-27,108,24.4,19.9,29.5
2016-06-28,108,24.7,20.4,29.7
2016-06-29,108,25.3,20.9,30.2
2016-06-30,108,24.6,23,26.9
2016-07-01,108,24,22,26.6
2016-07-02,108,23.5,20.6,27.7
2016-07-03,108,23.5,21.1,26.8
2016-07-04,108,21.8,20.2,24.1
2016-07-05,108,23.1,20.2,24.8
2016-07-06,108,22.9,20.3,26.9
2016-07-07,108,24,20.1,28.5
2016-07-08,108,27.3,21.2,32.4
2016-07-09,108,27.7,23.2,32.7
2016-07-10,108,27.9,23.2,33.1
2016-07-11,108,28.4,24.8,33.4
2016-07-12,108,26.3,22.1,30.9
2016-07-13,108,26.3,23.2,29.5
2016-07-14,108,27.5,24,32.4
2016-07-15,108,26.2,23.7,29.2
2016-07-16,108,20.8,19.8,23.8
2016-07-17,108,21.7,20.4,23.1
2016-07-18,108,24.4,20.7,28.4
2016-07-19,108,27.1,20.9,32.4
2016-07-20,108,28.6,24,32.9
2016-07-21,108,28.3,24.9,32.2
2016-07-22,108,29.1,25.3,34.1
2016-07-23,108,28.7,27.2,31.6
2016-07-24,108,28,27,30.1
2016-07-25,108,28.4,26.4,31.4
2016-07-26,108,28.4,25.6,31.9
2016-07-27,108,27.6,26.7,28.9
2016-07-28,108,28,26.7,30.5
2016-07-29,108,26.3,23.4,28.4
2016-07-30,108,28.6,26.4,33
2016-07-31,108,28.9,26.6,32.8
2016-08-01,108,28.4,25.8,32.4
2016-08-02,108,27.2,25,31.1
2016-08-03,108,29.1,24,34.2
2016-08-04,108,30.7,26,35.7
2016-08-05,108,31.2,26.5,36
2016-08-06,108,30.5,26.6,34
2016-08-07,108,30.6,27,35
2016-08-08,108,30.5,26.4,35.5
2016-08-09,108,29.3,26.4,33.6
2016-08-10,108,29.4,26.1,34.8
2016-08-11,108,30.5,26.1,36.4
2016-08-12,108,30.4,26.4,35.9
2016-08-13,108,30.2,26.8,35.1
2016-08-14,108,28.9,27.3,31.8
2016-08-15,108,29.1,25.8,34
2016-08-16,108,29.3,26.2,34.9
2016-08-17,108,29.9,25.1,34.7
2016-08-18,108,29.9,26.2,34.3
2016-08-19,108,28.9,26.6,33.2
2016-08-20,108,30.1,26.5,34.9
2016-08-21,108,30.7,26.9,36.6
2016-08-22,108,30.7,25.8,36.3
2016-08-23,108,28.3,26,33
2016-08-24,108,29.1,26.4,32.9
2016-08-25,108,27.1,24,32.2
2016-08-26,108,23,19.5,28.2
2016-08-27,108,23.4,16.9,29.7
2016-08-28,108,21,18.3,24.5
2016-08-29,108,22.2,17.4,27.1
2016-08-30,108,20.6,17.9,24.5
2016-08-31,108,17.7,16.1,19.2
2016-09-01,108,23.2,15.8,28.6
2016-09-02,108,24.2,20.6,29
2016-09-03,108,23.9,20.4,28.6
2016-09-04,108,25.6,22.1,29.6
2016-09-05,108,26.4,23,31.1
2016-09-06,108,24.7,21,29
2016-09-07,108,24.3,20.9,28.6
2016-09-08,108,23,21.5,26.5
2016-09-09,108,23.9,19.7,29.3
2016-09-10,108,24.4,20,29.1
2016-09-11,108,24.5,22.1,28.2
2016-09-12,108,23.4,21.4,27.5
2016-09-13,108,24.6,19.6,30.8
2016-09-14,108,24.6,21.4,28.9
2016-09-15,108,23.9,18.8,29.5
2016-09-16,108,24.6,20.4,29.5
2016-09-17,108,23.1,18.5,28.2
2016-09-18,108,23.5,20.2,28.3
2016-09-19,108,21.9,18.2,27.8
2016-09-20,108,20.6,15.4,26.8
2016-09-21,108,20.2,14.3,25.3
2016-09-22,108,21.9,17.5,27.2
2016-09-23,108,21.4,16.4,27.9
2016-09-24,108,22.3,16.5,28.9
2016-09-25,108,23,18.6,29.7
2016-09-26,108,23.6,19.7,28.9
2016-09-27,108,21,19.1,23.8
2016-09-28,108,19.9,18.7,21.8
2016-09-29,108,20.4,18.2,24.8
2016-09-30,108,20.5,17.7,23.5
2016-10-01,108,21.1,17.5,25.6
2016-10-02,108,19,16.7,22.4
2016-10-03,108,22.7,19.6,27.9
2016-10-04,108,22,15.6,29
2016-10-05,108,21.1,17.5,27.2
2016-10-06,108,18,13.6,23.5
2016-10-07,108,19.7,16.5,24.8
2016-10-08,108,16.8,10.3,21.8
2016-10-09,108,11.3,6.5,16.6
2016-10-10,108,14,7.4,21.4
2016-10-11,108,15.4,10,21.1
2016-10-12,108,15.5,11.4,20.7
2016-10-13,108,15.2,9.3,21.9
2016-10-14,108,16.7,10.5,23.5
2016-10-15,108,19.1,12.4,27.1
2016-10-16,108,17.2,15.4,19.5
2016-10-17,108,17.5,14.5,21.7
2016-10-18,108,17,11.2,24
2016-10-19,108,18,14,24.3
2016-10-20,108,18.6,12.9,25.8
2016-10-21,108,17.9,15.7,22
2016-10-22,108,18.3,14.5,22.8
2016-10-23,108,13.3,10.6,17.8
2016-10-24,108,15.1,9,20.6
2016-10-25,108,14.1,12.5,17.5
2016-10-26,108,13.3,10.5,16.3
2016-10-27,108,14.6,8.6,20.9
2016-10-28,108,14.6,10.2,18.4
2016-10-29,108,7.8,3.5,11.2
2016-10-30,108,7.9,1.6,15.1
2016-10-31,108,5.7,0.7,8.2
2016-11-01,108,1.5,-2.4,6.6
2016-11-02,108,4.1,-2.7,10.5
2016-11-03,108,9.1,4.2,14.1
2016-11-04,108,12.3,8.2,15.7
2016-11-05,108,15,12.2,18.1
2016-11-06,108,14,11.9,18.3
2016-11-07,108,12.8,8.5,17.8
2016-11-08,108,4.1,0.4,8.4
2016-11-09,108,2.1,-3.2,8.6
2016-11-10,108,6,1.5,9.8
2016-11-11,108,9.1,6.2,14.2
2016-11-12,108,11.4,5.1,16.7
2016-11-13,108,14.4,12.1,18.1
2016-11-14,108,13.2,10.2,15.8
2016-11-15,108,5.2,2.5,10.2
2016-11-16,108,5.2,0,12
2016-11-17,108,9.1,4,16.5
2016-11-18,108,10.3,4.9,14.6
2016-11-19,108,13,9.9,18.6
2016-11-20,108,9.8,6.4,15.3
2016-11-21,108,9.5,5.1,14.6
2016-11-22,108,2,-2.1,8.4
2016-11-23,108,-1.8,-4.8,3.6
2016-11-24,108,-2.5,-6.2,2.4
2016-11-25,108,1,-3.5,6
2016-11-26,108,0.9,-0.7,2.7
2016-11-27,108,3.3,0.5,6.6
2016-11-28,108,1.4,-1.4,5.6
2016-11-29,108,1.7,-2.8,8.6
2016-11-30,108,6,0.7,9.8
2016-12-01,108,4.1,-1,7
2016-12-02,108,1.6,-3.5,7.9
2016-12-03,108,4.5,-0.7,11.3
2016-12-04,108,5.5,2,9.5
2016-12-05,108,5.9,0.5,10.3
2016-12-06,108,-1.1,-4.2,4.3
2016-12-07,108,1.7,-2.7,7.5
2016-12-08,108,2.1,-3,6.1
2016-12-09,108,1.4,-2.9,4.2
2016-12-10,108,-1.6,-5.9,3.6
2016-12-11,108,-1.1,-6.1,6.4
2016-12-12,108,2.3,-3,6.3
2016-12-13,108,3.4,-0.4,8.8
2016-12-14,108,-1.4,-2.3,-0.1
2016-12-15,108,-5,-7.6,-1.5
2016-12-16,108,-4.7,-9.8,0
2016-12-17,108,2.7,-2.7,8
2016-12-18,108,4.9,2.7,8.1
2016-12-19,108,7.2,4.3,12
2016-12-20,108,7.6,4.4,13.6
2016-12-21,108,7.9,4.1,12.6
2016-12-22,108,5.5,1.5,11
2016-12-23,108,-2.5,-4.4,1.5
2016-12-24,108,-2.4,-4.3,1.1
2016-12-25,108,1,-4.5,6.4
2016-12-26,108,2.5,1.3,4.4
2016-12-27,108,-2.3,-6.3,1.3
2016-12-28,108,-3.7,-8.4,2.6
2016-12-29,108,-4.2,-7.2,-1.1
2016-12-30,108,-3.9,-9.1,1
2016-12-31,108,0.7,-3.6,5.7
2017-01-01,108,2.7,-1.6,6.9
2017-01-02,108,5,1.8,9.2
2017-01-03,108,2,-2.3,7.7
2017-01-04,108,3.9,1,8.9
2017-01-05,108,3.8,-0.1,7.3
2017-01-06,108,5.4,2.5,11.4
2017-01-07,108,4.6,0,10.5
2017-01-08,108,6.5,4,10.9
2017-01-09,108,1.5,-3.1,4.3
2017-01-10,108,-3.7,-7.4,1.1
2017-01-11,108,-3.8,-9.4,1.5
2017-01-12,108,-2.2,-6.1,1
2017-01-13,108,-6,-8.6,-1.4
2017-01-14,108,-8.4,-10.5,-5.4
2017-01-15,108,-6.6,-11.5,-0.9
2017-01-16,108,-3.8,-8.9,4
2017-01-17,108,-2,-7.1,3.4
2017-01-18,108,-0.5,-3,2.8
2017-01-19,108,-1.2,-4.9,4.7
2017-01-20,108,-4.4,-7.8,-1.4
2017-01-21,108,-5.2,-10,-0.9
2017-01-22,108,-8.3,-10.9,-3.3
2017-01-23,108,-8.9,-12.6,-4.1
2017-01-24,108,-7,-11.6,-1.3
2017-01-25,108,-5.2,-10.2,0.9
2017-01-26,108,-1.3,-7.9,3.4
2017-01-27,108,-2.6,-5.7,3.1
2017-01-28,108,-1.6,-8.2,4.3
2017-01-29,108,0.8,-0.9,2.5
2017-01-30,108,-4.8,-7.9,-0.9
2017-01-31,108,-5.4,-9.9,0.2
2017-02-01,108,-4,-7.5,0.7
2017-02-02,108,-2.7,-9.2,3.3
2017-02-03,108,1.5,-2.3,6.7
2017-02-04,108,0.9,-2.9,3.2
2017-02-05,108,1.2,-1.5,2.3
2017-02-06,108,-1.7,-4.4,2.6
2017-02-07,108,-2,-5.6,3
2017-02-08,108,-2.2,-4.9,0.6
2017-02-09,108,-5.3,-7.1,-2.1
2017-02-10,108,-6.6,-9.3,-2.5
2017-02-11,108,-4.8,-9.2,0.8
2017-02-12,108,-2.2,-7.4,4.2
2017-02-13,108,0.1,-5.4,6.1
2017-02-14,108,0.3,-4,6.5
2017-02-15,108,1.8,-3.9,8
2017-02-16,108,5.5,-1.9,10.3
2017-02-17,108,0.8,-5.2,9
2017-02-18,108,-2.6,-7,2.9
2017-02-19,108,2.3,-3.4,5.7
2017-02-20,108,-1.5,-5.2,5.4
2017-02-21,108,-0.6,-7.6,6.9
2017-02-22,108,1.7,-0.9,2.9
2017-02-23,108,-1.5,-4.2,2.1
2017-02-24,108,-0.8,-5.8,4.4
2017-02-25,108,2.6,-2.8,8.4
2017-02-26,108,3.6,-1.5,10.1
2017-02-27,108,3.7,-1.8,10.7
2017-02-28,108,5.6,-1.3,12.3
2017-03-01,108,5,2,11.4
2017-03-02,108,1.8,-1.1,6.6
2017-03-03,108,3.3,-3.1,10.4
2017-03-04,108,5.7,0.1,12.7
2017-03-05,108,5.2,1.2,10.4
2017-03-06,108,0.1,-2.8,4
2017-03-07,108,-1.3,-4,2.9
2017-03-08,108,-0.1,-5.3,5
2017-03-09,108,3.2,-2.7,10.7
2017-03-10,108,4.8,-1.2,12.2
2017-03-11,108,7.3,-0.2,16.7
2017-03-12,108,8.2,4.4,14
2017-03-13,108,6.9,1.5,12.2
2017-03-14,108,5.8,1,10.9
2017-03-15,108,6.3,0.4,13.3
2017-03-16,108,6.2,1,13.4
2017-03-17,108,7.7,1.2,15.7
2017-03-18,108,9.5,5.9,16.1
2017-03-19,108,10.9,3.2,18.9
2017-03-20,108,10.2,6,15.5
2017-03-21,108,7.4,4.3,12.6
2017-03-22,108,7.6,1.9,14.1
2017-03-23,108,9.1,5.1,15
2017-03-24,108,8.7,3.9,15.2
2017-03-25,108,8.1,5,12.6
2017-03-26,108,7.3,4.8,11.6
2017-03-27,108,6.1,4.4,10.9
2017-03-28,108,7.1,2.5,12.7
2017-03-29,108,8.8,4.7,14.4
2017-03-30,108,10.6,4.1,17.1
2017-03-31,108,8.6,4.9,12.4
2017-04-01,108,9,4.8,15.1
2017-04-02,108,9,3.1,15.8
2017-04-03,108,11.4,4.3,19.2
2017-04-04,108,14.1,6.7,21.8
2017-04-05,108,12,10.8,14.2
2017-04-06,108,10.4,9.4,12.4
2017-04-07,108,14.5,9,23.5
2017-04-08,108,13,8.6,19.9
2017-04-09,108,14.8,10.6,20.5
2017-04-10,108,16.5,10.1,23.3
2017-04-11,108,15.3,11.5,20.2
2017-04-12,108,11.5,8.8,16.4
2017-04-13,108,12.7,6.3,19.6
2017-04-14,108,13,10.1,17.7
2017-04-15,108,16.8,10.9,24.3
2017-04-16,108,18.7,12.9,24.4
2017-04-17,108,14.7,11.2,18
2017-04-18,108,11.7,9.4,17.4
2017-04-19,108,12.6,7,18.4
2017-04-20,108,12.9,9.9,18.2
2017-04-21,108,13.1,7.6,19.3
2017-04-22,108,14.8,8.5,22.5
2017-04-23,108,14.9,8.9,21.7
2017-04-24,108,15.1,8.3,21.3
2017-04-25,108,16,12.9,20.4
